title,organism,bio_project_accession,id
Molecular characterization of hypothalamus-infiltrating T cells following Pandemrix® vaccination of Orex-HA mice through bulk RNA sequencing of T cell subsets,Mus musculus (10090),PRJNA801465,801465
Nasally-delivered interferon-λ in mice protects against upper and lower respiratory tract infection of SARS-CoV-2 variants including Omicron,Mus musculus (10090),PRJNA798692,798692
"Real-time quantitative PCR analysis of mouse lungs after exposure to early SARS-CoV-2 bearing 614G, Kappa or Delta variant",Mus musculus (10090),PRJNA798065,798065
Non-protective immune imprint underlies failure of S.  aureus IsdB vaccine,Mus musculus (10090),PRJNA796575,796575
Combining cellular immunology with RNAseq to identify novel chlamydia T cell subset signatures,Mus musculus (10090),PRJNA796278,796278
An adjuvant strategy enabled by modulation of the physical properties of fungal ligands expands viral glycoprotein immunogenicity,Mus musculus (10090),PRJNA796058,796058
Bulk RNA-seq on paws of collagen-induced arthritis (CIA) mouse model at different disease stages,Mus musculus (10090),PRJNA795807,795807
Defining Inflammatory Cell States in Acute and Chronic Pulmonary Infection with Pseudomonas aeruginosa by Single-Cell Transcriptomics,Mus musculus (10090),PRJNA793679,793679
Comparison of transcriptional profiles of CD62L+ and CD62L-  subsets of in vivo primed CD44hiCD4+ T cells  by exposure to ovalbumin plus papain,Mus musculus (10090),PRJNA792812,792812
Suppression of Established T Cell Immunity and Disease by Immunotherapy with Synthetically Glycosylated Antigen,Mus musculus (10090),PRJNA792587,792587
Single-cell RNA sequencing reveals CD74high CCL5high retinal microglia initiating immune cells infiltration in autoimmune uveoretinitis,Mus musculus (10090),PRJNA790816,790816
Evolution of antigen-specific follicular helper T cell transcriptional progams across effector function and through to memory,Mus musculus (10090),PRJNA788946,788946
RNA-seq reveals that deletion of Rasgef1b affects gene expression under basal and LPS-induced conditions in macrophages,Mus musculus (10090),PRJNA788497,788497
Therapeutic Exosomal Vaccine for Enhanced Cancer Immunotherapy by Mediating Tumor Microenvironment,Mus musculus (10090),PRJNA787786,787786
Pneumococcal BgaA promotes host organ bleeding and coagulation in mouse sepsis model,Mus musculus (10090),PRJNA787098,787098
Mucosal viral infection induces a regulatory T cell activation phenotype distinct from tissue residency in mouse and human tissues [bulk RNA-seq],Mus musculus (10090),PRJNA782685,782685
Mucosal viral infection induces a regulatory T cell activation phenotype distinct from tissue residency in mouse and human tissues [single-cell RNA-seq],Mus musculus (10090),PRJNA782684,782684
Dithranol as novel co-adjuvant for non-invasive dermal vaccination,Mus musculus (10090),PRJNA781116,781116
STAT3 Inhibits Autocrine Interferon Signaling in Type I Conventional Dendritic Cells,Mus musculus (10090),PRJNA780968,780968
B cell intrinsic TBK1 is essential for germinal center formation during infection and vaccination,Mus musculus (10090),PRJNA779866,779866
Investigation into the effect of cathelicidin on autoimmune CD4+ T cells,Mus musculus (10090),PRJNA779860,779860
Bacterial infection disrupts established germinal center reactions through monocyte recruitment and impaired metabolic adaptation [Bulk RNA-seq],Mus musculus (10090),PRJNA779039,779039
Bacterial infection disrupts established germinal center reactions through monocyte recruitment and impaired metabolic adaptation [Single-cell RNA-seq],Mus musculus (10090),PRJNA779038,779038
TNF plays a crucial role in inflammation by signaling via T cell TNFR2 [scRNA-seq],Mus musculus (10090),PRJNA777868,777868
Cell‐intrinsic functions of Bhlhe40 in activated B cells and TFH cells restrain the GC reaction and prevent lymphomagenesis,Mus musculus (10090),PRJNA773937,773937
Novel transcriptional and translational biomarkers of tularemia vaccine efficacy in a mouse inhalation model: proof of concept,Mus musculus (10090),PRJNA773752,773752
Dendritic cell ICAM-1 strengthens synapses of CD8 T cells and dendritic cells but is dispensable for effector and memory responses,Mus musculus (10090),PRJNA773382,773382
Modelling SARS-CoV-2 Infection in Mice Using Le­­ntiviral hACE2 Vectors Suggests Two Modes of Immune Responses to SARS-CoV-2 Infection,Mus musculus (10090),PRJNA772769,772769
Transcriptomic analysis of Francisella tularensis infected lungs from human AT-1 receptor expressing mice II,Mus musculus (10090),PRJNA771704,771704
Transcriptomic analysis of Francisella tularensis infected lungs from human AT-1 receptor expressing mice I,Mus musculus (10090),PRJNA771702,771702
Single cell RNAseq was conducted on mice with TIPE protein knockout to identify the effect of TIPE proteins on immune response [Lung],Mus musculus (10090),PRJNA768411,768411
JAML is a novel immunotherapy target for tissue-resident memory T cells [bulk RNA-seq],Mus musculus (10090),PRJNA767935,767935
JAML is a novel immunotherapy target for tissue-resident memory T cells [scRNA-seq],Mus musculus (10090),PRJNA767856,767856
RNA-seq profiles of germinal center B cells from spleens of wild-type and Il21r-deficient mice after immunization with NP-KLH,Mus musculus (10090),PRJNA764732,764732
ORAI1 is required for T cell mediated allergic airway inflammation but not antiviral immunity in the lung,Mus musculus (10090),PRJNA763608,763608
Autocrine GM-CSF signaling programs hematopoietic stem and progenitor cells during Candida albicans infection for protection against reinfection,Mus musculus (10090),PRJNA763194,763194
Regulatory T cells suppress the formation of super-effector CD8 T cells by limiting IL-2,Mus musculus (10090),PRJNA762366,762366
Ductal macrophages predominate in the immune landscape of the lactating mammary gland,Mus musculus (10090),PRJNA762337,762337
Multiple tolerance checkpoints restrain affinity maturation of B cells expressing the germline precursor of a lupus patient-derived anti-dsDNA antibody in knock-in mice,Mus musculus (10090),PRJNA762065,762065
single-cell analysis of experimental autoimmune orchitis (EAO) in mice,Mus musculus (10090),PRJNA761421,761421
Engineering A Potent Cancer Vaccine Using Immunoproteasome-Expressing Mesenchymal Stromal Cells,Mus musculus (10090),PRJNA758967,758967
Dirty mice as an alternative for preclinical vaccine testing,Mus musculus (10090),PRJNA758072,758072
"Expression data from germinal center (GC) B cells of Tnfrsf13B wild type, knockout and A144E mutant mice 10 days post immunization with allogenic cells",Mus musculus (10090),PRJNA757685,757685
Single-cell transcriptional changes of spinal cord immune cells associated with Reg1-MO treatment during EAE neuroinflammation,Mus musculus (10090),PRJNA757360,757360
Biomaterials direct functional B cell response in a material specific manner,Mus musculus (10090),PRJNA757140,757140
Vaccine Induces Dual T cell plus NK cell Attack against Resistant Tumors,Mus musculus (10090),PRJNA754160,754160
Tetramerization of Transcription Factor STAT5 in Monocytes Promotes Autoimmune-mediated Neuroinflammation via the Regulation of CCL17,Mus musculus (10090),PRJNA753868,753868
single cell RNA sequencing of CD8+CD44+GP33+ T cells from spleen and  intraepithelial lymphocytes from small intestine at day 30 post LCMV Arm infection,Mus musculus (10090),PRJNA753473,753473
"Bulk RNA sequencing of TCM, TEM, and TRM  from CD8+CD44+GP33+ T cells after LCMV infection",Mus musculus (10090),PRJNA753472,753472
Pharmacological intervention of PRMT5 links the E2F pathway with tumor associated antigens derived from the non-coding genome,Mus musculus (10090),PRJNA751883,751883
Transcriptomic analysis of ChAdOx/MVA P1A vaccine-induced P1A-35-43-specific CD8+ T-cells by single-cell RNA-sequencing,Mus musculus (10090),PRJNA751026,751026
NanoString analysis of gene expression by compound 2D216 and/or LPS in mouse bone marrow-derived dendritic cells (BMDC),Mus musculus (10090),PRJNA750779,750779
Transcriptomic analysis of 15V4T3 tumours from ChAd/MVA vaccine + anti-PD-1 treated mice by RNA-sequencing,Mus musculus (10090),PRJNA750730,750730
RNA-sequencing of BCL6-sufficient and -insufficient OT-II TFH cells,Mus musculus (10090),PRJNA750107,750107
Follicular dendritic cells restrict IL4 availability in germinal centers and foster memory B cell generation,Mus musculus (10090),PRJNA750102,750102
RNA-sequencing of pre-GC B cells helped by CD4-CrexBcl6fl/+ or CD4-Cre OT-II T cells,Mus musculus (10090),PRJNA749751,749751
Mus musculus strain:C57BL6/J Transcriptome or Gene expression,Mus musculus (10090),PRJNA749740,749740
Zfp318 controls the recallability of memory B cells,Mus musculus (10090),PRJNA749267,749267
Complete tumor regression by hetIL-15 locoregional administration is associated with a novel intratumoral CD103intCD11b+ dendritic cell population,Mus musculus (10090),PRJNA749247,749247
Spatiotemporal dynamics of Bach2 orchestrates B cell responses and fate decision II,Mus musculus (10090),PRJNA748360,748360
Single Cell RNA-seq of the draining lymph nodes of mice treated with either 3M052 or Yellow Fever Vaccine (YF),Mus musculus (10090),PRJNA748035,748035
Spatiotemporal dynamics of Bach2 orchestrates B cell responses and fate decision,Mus musculus (10090),PRJNA747303,747303
Single cell immune response to the mRNA SARS-CoV-2 vaccine and yellow fever in the lymph nodes of mice,Mus musculus (10090),PRJNA742383,742383
Transcriptome analysis of BMDCs treated with nanovesicle vaccines,Mus musculus (10090),PRJNA741932,741932
Expeditious recruitment of circulating memory CD8 T cells to the liver facilitates control of malaria,Mus musculus (10090),PRJNA741192,741192
Vaccine driven lung TRM cells provide immunity against Klebsiella via fibroblast IL-17R signaling [scRNA-Seq],Mus musculus (10090),PRJNA738836,738836
TGF-b-dependent Lymphoid Tissue Residency of Stem-like T cells Limits the Response to Tumor Vaccine,Mus musculus (10090),PRJNA736613,736613
Rifampicin drug resistant Mycobacterium tuberculosis infection suppresses in vivo immune responses through a Type I Interferon response.,Mus musculus (10090),PRJNA736114,736114
Transcriptome analysis of T cells from mice immunized with Sindbis Virus Spike and/or aOX40,Mus musculus (10090),PRJNA735259,735259
Inhibition of lung tumorigenesis by a small molecule CA170 targeting the immune checkpoint protein VISTA,Mus musculus (10090),PRJNA734900,734900
Recurrent frameshift neoantigen vaccine elicits protective immunity with reduced tumor burden and improved overall survival in a Lynch syndrome mouse model,Mus musculus (10090),PRJNA733477,733477
Single cell RNA-seq of CD4+ T cell subsets during LCMV-Armstrong infection,Mus musculus (10090),PRJNA733471,733471
RNA-seq of CD4+ Helper T cell subsets (Th1 and Tfh) during LCMV-Armstrong infection,Mus musculus (10090),PRJNA733470,733470
RNA-seq of memory CD4+ Helper T cell subsets (Th1 and Tfh) during LCMV-Armstrong infection,Mus musculus (10090),PRJNA733469,733469
Limited access to antigen drives the generation of early B cell memory while restraining the plasmablast response,Mus musculus (10090),PRJNA732379,732379
Vaccine driven lung TRM cells provide immunity against Klebsiella via fibroblast IL-17R signaling,Mus musculus (10090),PRJNA731906,731906
"Development, Cryo-EM structure and function of potent monospecific and bispecific monoclonal antibodies that neutralize SARS-CoV-2 and variant B.1.351",Mus musculus (10090),PRJNA730844,730844
Lymphatic migration of unconventional T cells promotes site-specific immunity in distinct lymph nodes,Mus musculus (10090),PRJNA730825,730825
An inhaled therapeutic targeting a   conserved RNA structure in SARS-CoV-2,Mus musculus (10090),PRJNA729663,729663
FcγR engagement reprograms neutrophils into antigen cross-presenting cells that elicit acquired anti-tumor immunity,Mus musculus (10090),PRJNA726185,726185
Gene expression on SARS CoV-2 specific CD8 T cells after SARS CoV-2 vaccination,Mus musculus (10090),PRJNA726170,726170
Gut IgA Enhances Systemic IgG Responses to Pneumococcal Vaccines Through the Commensal Microbiota,Mus musculus (10090),PRJNA725246,725246
Expression of Foxp3 by T follicular helper cells in end-stage germinal centers,Mus musculus (10090),PRJNA724728,724728
Effects of a vaccine against the tumor vasculature,Mus musculus (10090),PRJNA723195,723195
NFATc1/αA and Blimp-1 support the follicular and effector phenotype of Tregs,Mus musculus (10090),PRJNA721959,721959
Single-cell RNA sequencing of Smek1-/- cortices and hippocampus,Mus musculus (10090),PRJNA721619,721619
Pulmonary infection induces scarred lipidome influencing response to unrelated challenge,Mus musculus (10090),PRJNA719826,719826
Effect of T-bet on the transcriptome of CD4+ T cells after CII immunization,Mus musculus (10090),PRJDB11459,719319
Non-deletional CD8+ T cell self-tolerance permits responsiveness but limits tissue damage,Mus musculus (10090),PRJNA718819,718819
Next Generation Sequencing Analysis of BCR in influenza virus specific B cells,Mus musculus (10090),PRJNA714823,714823
"Single cell RNA-seq analysis of the transcriptomic profiles of endothelial cells and immune cells from the brain, spinal cord (SC), dorsal cranial dura, and spinal dura of naïve and EAE mice at the onset and peak of the disease",Mus musculus (10090),PRJNA706443,706443
