process,group,symbol
IL2_STAT5_SIGNALING,Immune Response,CISH
IL2_STAT5_SIGNALING,Immune Response,CKAP4
IL2_STAT5_SIGNALING,Immune Response,COCH
IL2_STAT5_SIGNALING,Immune Response,COL6A1
IL2_STAT5_SIGNALING,Immune Response,CSF1
IL2_STAT5_SIGNALING,Immune Response,CSF2
IL2_STAT5_SIGNALING,Immune Response,CST7
IL2_STAT5_SIGNALING,Immune Response,CTLA4
IL2_STAT5_SIGNALING,Immune Response,CTSZ
IL2_STAT5_SIGNALING,Immune Response,CXCL10
IL2_STAT5_SIGNALING,Immune Response,CYFIP1
IL2_STAT5_SIGNALING,Immune Response,DCPS
IL2_STAT5_SIGNALING,Immune Response,DENND5A
IL2_STAT5_SIGNALING,Immune Response,DHRS3
IL2_STAT5_SIGNALING,Immune Response,DRC1
IL2_STAT5_SIGNALING,Immune Response,ECM1
IL2_STAT5_SIGNALING,Immune Response,EEF1AKMT1
IL2_STAT5_SIGNALING,Immune Response,EMP1
IL2_STAT5_SIGNALING,Immune Response,ENO3
IL2_STAT5_SIGNALING,Immune Response,ENPP1
IL2_STAT5_SIGNALING,Immune Response,EOMES
IL2_STAT5_SIGNALING,Immune Response,ETFBKMT
IL2_STAT5_SIGNALING,Immune Response,ETV4
IL2_STAT5_SIGNALING,Immune Response,F2RL2
IL2_STAT5_SIGNALING,Immune Response,FAH
IL2_STAT5_SIGNALING,Immune Response,FGL2
IL2_STAT5_SIGNALING,Immune Response,FLT3LG
IL2_STAT5_SIGNALING,Immune Response,FURIN
IL2_STAT5_SIGNALING,Immune Response,GABARAPL1
IL2_STAT5_SIGNALING,Immune Response,GADD45B
IL2_STAT5_SIGNALING,Immune Response,GALM
IL2_STAT5_SIGNALING,Immune Response,GATA1
IL2_STAT5_SIGNALING,Immune Response,GBP4
IL2_STAT5_SIGNALING,Immune Response,GLIPR2
IL2_STAT5_SIGNALING,Immune Response,GPR65
IL2_STAT5_SIGNALING,Immune Response,GPR83
IL2_STAT5_SIGNALING,Immune Response,GPX4
IL2_STAT5_SIGNALING,Immune Response,GSTO1
IL2_STAT5_SIGNALING,Immune Response,GUCY1B1
IL2_STAT5_SIGNALING,Immune Response,HIPK2
IL2_STAT5_SIGNALING,Immune Response,HK2
IL2_STAT5_SIGNALING,Immune Response,HOPX
IL2_STAT5_SIGNALING,Immune Response,HUWE1
IL2_STAT5_SIGNALING,Immune Response,HYCC2
IL2_STAT5_SIGNALING,Immune Response,ICOS
IL2_STAT5_SIGNALING,Immune Response,IFITM3
IL2_STAT5_SIGNALING,Immune Response,IFNGR1
IL2_STAT5_SIGNALING,Immune Response,IGF1R
IL2_STAT5_SIGNALING,Immune Response,IGF2R
IL2_STAT5_SIGNALING,Immune Response,IKZF2
IL2_STAT5_SIGNALING,Immune Response,IKZF4
IL2_STAT5_SIGNALING,Immune Response,IL10
IL2_STAT5_SIGNALING,Immune Response,IL10RA
IL2_STAT5_SIGNALING,Immune Response,IL13
IL2_STAT5_SIGNALING,Immune Response,IL18R1
IL2_STAT5_SIGNALING,Immune Response,IL1R2
IL2_STAT5_SIGNALING,Immune Response,IL1RL1
IL2_STAT5_SIGNALING,Immune Response,IL2RA
IL2_STAT5_SIGNALING,Immune Response,IL2RB
IL2_STAT5_SIGNALING,Immune Response,IL3RA
IL2_STAT5_SIGNALING,Immune Response,IL4R
IL2_STAT5_SIGNALING,Immune Response,IRF4
IL2_STAT5_SIGNALING,Immune Response,IRF6
IL2_STAT5_SIGNALING,Immune Response,IRF8
IL2_STAT5_SIGNALING,Immune Response,ITGA6
IL2_STAT5_SIGNALING,Immune Response,ITGAE
IL2_STAT5_SIGNALING,Immune Response,ITGAV
IL2_STAT5_SIGNALING,Immune Response,ITIH5
IL2_STAT5_SIGNALING,Immune Response,KLF6
IL2_STAT5_SIGNALING,Immune Response,LCLAT1
IL2_STAT5_SIGNALING,Immune Response,LIF
IL2_STAT5_SIGNALING,Immune Response,LRIG1
IL2_STAT5_SIGNALING,Immune Response,LRRC8C
IL2_STAT5_SIGNALING,Immune Response,LTB
IL2_STAT5_SIGNALING,Immune Response,MAFF
IL2_STAT5_SIGNALING,Immune Response,MAP3K8
IL2_STAT5_SIGNALING,Immune Response,MAP6
IL2_STAT5_SIGNALING,Immune Response,MAPKAPK2
IL2_STAT5_SIGNALING,Immune Response,MUC1
IL2_STAT5_SIGNALING,Immune Response,MXD1
IL2_STAT5_SIGNALING,Immune Response,MYC
IL2_STAT5_SIGNALING,Immune Response,MYO1C
IL2_STAT5_SIGNALING,Immune Response,MYO1E
IL2_STAT5_SIGNALING,Immune Response,NCOA3
IL2_STAT5_SIGNALING,Immune Response,NCS1
IL2_STAT5_SIGNALING,Immune Response,NDRG1
IL2_STAT5_SIGNALING,Immune Response,NFIL3
IL2_STAT5_SIGNALING,Immune Response,NFKBIZ
IL2_STAT5_SIGNALING,Immune Response,NOP2
IL2_STAT5_SIGNALING,Immune Response,NRP1
IL2_STAT5_SIGNALING,Immune Response,NT5E
IL2_STAT5_SIGNALING,Immune Response,ODC1
IL2_STAT5_SIGNALING,Immune Response,P2RX4
IL2_STAT5_SIGNALING,Immune Response,P4HA1
IL2_STAT5_SIGNALING,Immune Response,PDCD2L
IL2_STAT5_SIGNALING,Immune Response,PENK
IL2_STAT5_SIGNALING,Immune Response,PHLDA1
IL2_STAT5_SIGNALING,Immune Response,PHTF2
IL2_STAT5_SIGNALING,Immune Response,PIM1
IL2_STAT5_SIGNALING,Immune Response,PLAGL1
IL2_STAT5_SIGNALING,Immune Response,PLEC
IL2_STAT5_SIGNALING,Immune Response,PLIN2
IL2_STAT5_SIGNALING,Immune Response,PLPP1
IL2_STAT5_SIGNALING,Immune Response,PLSCR1
IL2_STAT5_SIGNALING,Immune Response,PNP
IL2_STAT5_SIGNALING,Immune Response,POU2F1
IL2_STAT5_SIGNALING,Immune Response,PRAF2
IL2_STAT5_SIGNALING,Immune Response,PRKCH
IL2_STAT5_SIGNALING,Immune Response,PRNP
IL2_STAT5_SIGNALING,Immune Response,PTCH1
IL2_STAT5_SIGNALING,Immune Response,PTGER2
IL2_STAT5_SIGNALING,Immune Response,PTH1R
IL2_STAT5_SIGNALING,Immune Response,PTRH2
IL2_STAT5_SIGNALING,Immune Response,PUS1
IL2_STAT5_SIGNALING,Immune Response,RABGAP1L
IL2_STAT5_SIGNALING,Immune Response,RGS16
IL2_STAT5_SIGNALING,Immune Response,RHOB
IL2_STAT5_SIGNALING,Immune Response,RHOH
IL2_STAT5_SIGNALING,Immune Response,RNH1
IL2_STAT5_SIGNALING,Immune Response,RORA
IL2_STAT5_SIGNALING,Immune Response,RRAGD
IL2_STAT5_SIGNALING,Immune Response,S100A1
IL2_STAT5_SIGNALING,Immune Response,SCN9A
IL2_STAT5_SIGNALING,Immune Response,SELL
IL2_STAT5_SIGNALING,Immune Response,SELP
IL2_STAT5_SIGNALING,Immune Response,SERPINB6
IL2_STAT5_SIGNALING,Immune Response,SERPINC1
IL2_STAT5_SIGNALING,Immune Response,SH3BGRL2
IL2_STAT5_SIGNALING,Immune Response,SHE
IL2_STAT5_SIGNALING,Immune Response,SLC1A5
IL2_STAT5_SIGNALING,Immune Response,SLC29A2
IL2_STAT5_SIGNALING,Immune Response,SLC2A3
IL2_STAT5_SIGNALING,Immune Response,SLC39A8
IL2_STAT5_SIGNALING,Immune Response,SMPDL3A
IL2_STAT5_SIGNALING,Immune Response,SNX14
IL2_STAT5_SIGNALING,Immune Response,SNX9
IL2_STAT5_SIGNALING,Immune Response,SOCS1
IL2_STAT5_SIGNALING,Immune Response,SOCS2
IL2_STAT5_SIGNALING,Immune Response,SPP1
IL2_STAT5_SIGNALING,Immune Response,SPRED2
IL2_STAT5_SIGNALING,Immune Response,SPRY4
IL2_STAT5_SIGNALING,Immune Response,ST3GAL4
IL2_STAT5_SIGNALING,Immune Response,SWAP70
IL2_STAT5_SIGNALING,Immune Response,SYNGR2
IL2_STAT5_SIGNALING,Immune Response,SYT11
IL2_STAT5_SIGNALING,Immune Response,TGM2
IL2_STAT5_SIGNALING,Immune Response,TIAM1
IL2_STAT5_SIGNALING,Immune Response,TLR7
IL2_STAT5_SIGNALING,Immune Response,TNFRSF18
IL2_STAT5_SIGNALING,Immune Response,TNFRSF1B
IL2_STAT5_SIGNALING,Immune Response,TNFRSF21
IL2_STAT5_SIGNALING,Immune Response,TNFRSF4
IL2_STAT5_SIGNALING,Immune Response,TNFRSF8
IL2_STAT5_SIGNALING,Immune Response,TNFRSF9
IL2_STAT5_SIGNALING,Immune Response,TNFSF10
IL2_STAT5_SIGNALING,Immune Response,TNFSF11
IL2_STAT5_SIGNALING,Immune Response,TRAF1
IL2_STAT5_SIGNALING,Immune Response,TTC39B
IL2_STAT5_SIGNALING,Immune Response,TWSG1
IL2_STAT5_SIGNALING,Immune Response,UCK2
IL2_STAT5_SIGNALING,Immune Response,UMPS
IL2_STAT5_SIGNALING,Immune Response,WLS
IL2_STAT5_SIGNALING,Immune Response,XBP1
OXIDATIVE_PHOSPHORYLATION,Metabolism,ABCB7
OXIDATIVE_PHOSPHORYLATION,Metabolism,ACAA1
OXIDATIVE_PHOSPHORYLATION,Metabolism,ACAA2
OXIDATIVE_PHOSPHORYLATION,Metabolism,ACADM
OXIDATIVE_PHOSPHORYLATION,Metabolism,ACADSB
OXIDATIVE_PHOSPHORYLATION,Metabolism,ACADVL
OXIDATIVE_PHOSPHORYLATION,Metabolism,ACAT1
OXIDATIVE_PHOSPHORYLATION,Metabolism,ACO2
OXIDATIVE_PHOSPHORYLATION,Metabolism,AFG3L2
OXIDATIVE_PHOSPHORYLATION,Metabolism,AIFM1
OXIDATIVE_PHOSPHORYLATION,Metabolism,ALAS1
OXIDATIVE_PHOSPHORYLATION,Metabolism,ALDH6A1
OXIDATIVE_PHOSPHORYLATION,Metabolism,ATP1B1
OXIDATIVE_PHOSPHORYLATION,Metabolism,ATP5F1A
OXIDATIVE_PHOSPHORYLATION,Metabolism,ATP5F1B
OXIDATIVE_PHOSPHORYLATION,Metabolism,ATP5F1C
OXIDATIVE_PHOSPHORYLATION,Metabolism,ATP5F1D
OXIDATIVE_PHOSPHORYLATION,Metabolism,ATP5F1E
OXIDATIVE_PHOSPHORYLATION,Metabolism,ATP5MC1
OXIDATIVE_PHOSPHORYLATION,Metabolism,ATP5MC2
OXIDATIVE_PHOSPHORYLATION,Metabolism,ATP5MC3
OXIDATIVE_PHOSPHORYLATION,Metabolism,ATP5ME
OXIDATIVE_PHOSPHORYLATION,Metabolism,ATP5MF
OXIDATIVE_PHOSPHORYLATION,Metabolism,ATP5MG
OXIDATIVE_PHOSPHORYLATION,Metabolism,ATP5PB
OXIDATIVE_PHOSPHORYLATION,Metabolism,ATP5PD
OXIDATIVE_PHOSPHORYLATION,Metabolism,ATP5PF
OXIDATIVE_PHOSPHORYLATION,Metabolism,ATP5PO
OXIDATIVE_PHOSPHORYLATION,Metabolism,ATP6AP1
OXIDATIVE_PHOSPHORYLATION,Metabolism,ATP6V0B
OXIDATIVE_PHOSPHORYLATION,Metabolism,ATP6V0C
OXIDATIVE_PHOSPHORYLATION,Metabolism,ATP6V0E1
OXIDATIVE_PHOSPHORYLATION,Metabolism,ATP6V1C1
OXIDATIVE_PHOSPHORYLATION,Metabolism,ATP6V1D
OXIDATIVE_PHOSPHORYLATION,Metabolism,ATP6V1E1
OXIDATIVE_PHOSPHORYLATION,Metabolism,ATP6V1F
OXIDATIVE_PHOSPHORYLATION,Metabolism,ATP6V1G1
OXIDATIVE_PHOSPHORYLATION,Metabolism,ATP6V1H
OXIDATIVE_PHOSPHORYLATION,Metabolism,BAX
OXIDATIVE_PHOSPHORYLATION,Metabolism,BCKDHA
OXIDATIVE_PHOSPHORYLATION,Metabolism,BDH2
OXIDATIVE_PHOSPHORYLATION,Metabolism,CASP7
OXIDATIVE_PHOSPHORYLATION,Metabolism,COX10
OXIDATIVE_PHOSPHORYLATION,Metabolism,COX11
OXIDATIVE_PHOSPHORYLATION,Metabolism,COX15
OXIDATIVE_PHOSPHORYLATION,Metabolism,COX17
OXIDATIVE_PHOSPHORYLATION,Metabolism,COX4I1
OXIDATIVE_PHOSPHORYLATION,Metabolism,COX5A
OXIDATIVE_PHOSPHORYLATION,Metabolism,COX5B
OXIDATIVE_PHOSPHORYLATION,Metabolism,COX6A1
OXIDATIVE_PHOSPHORYLATION,Metabolism,COX6B1
OXIDATIVE_PHOSPHORYLATION,Metabolism,COX6C
OXIDATIVE_PHOSPHORYLATION,Metabolism,COX7A2
OXIDATIVE_PHOSPHORYLATION,Metabolism,COX7A2L
OXIDATIVE_PHOSPHORYLATION,Metabolism,COX7B
OXIDATIVE_PHOSPHORYLATION,Metabolism,COX7C
OXIDATIVE_PHOSPHORYLATION,Metabolism,COX8A
OXIDATIVE_PHOSPHORYLATION,Metabolism,CPT1A
OXIDATIVE_PHOSPHORYLATION,Metabolism,CS
OXIDATIVE_PHOSPHORYLATION,Metabolism,CYB5A
OXIDATIVE_PHOSPHORYLATION,Metabolism,CYB5R3
OXIDATIVE_PHOSPHORYLATION,Metabolism,CYC1
OXIDATIVE_PHOSPHORYLATION,Metabolism,CYCS
OXIDATIVE_PHOSPHORYLATION,Metabolism,DECR1
OXIDATIVE_PHOSPHORYLATION,Metabolism,DLAT
OXIDATIVE_PHOSPHORYLATION,Metabolism,DLD
OXIDATIVE_PHOSPHORYLATION,Metabolism,DLST
OXIDATIVE_PHOSPHORYLATION,Metabolism,ECH1
OXIDATIVE_PHOSPHORYLATION,Metabolism,ECHS1
OXIDATIVE_PHOSPHORYLATION,Metabolism,ECI1
OXIDATIVE_PHOSPHORYLATION,Metabolism,ETFA
OXIDATIVE_PHOSPHORYLATION,Metabolism,ETFB
OXIDATIVE_PHOSPHORYLATION,Metabolism,ETFDH
OXIDATIVE_PHOSPHORYLATION,Metabolism,FDX1
OXIDATIVE_PHOSPHORYLATION,Metabolism,FH
OXIDATIVE_PHOSPHORYLATION,Metabolism,FXN
OXIDATIVE_PHOSPHORYLATION,Metabolism,GLUD1
OXIDATIVE_PHOSPHORYLATION,Metabolism,GOT2
OXIDATIVE_PHOSPHORYLATION,Metabolism,GPI
OXIDATIVE_PHOSPHORYLATION,Metabolism,GPX4
OXIDATIVE_PHOSPHORYLATION,Metabolism,GRPEL1
OXIDATIVE_PHOSPHORYLATION,Metabolism,HADHA
OXIDATIVE_PHOSPHORYLATION,Metabolism,HADHB
OXIDATIVE_PHOSPHORYLATION,Metabolism,HCCS
OXIDATIVE_PHOSPHORYLATION,Metabolism,HSD17B10
OXIDATIVE_PHOSPHORYLATION,Metabolism,HSPA9
OXIDATIVE_PHOSPHORYLATION,Metabolism,HTRA2
OXIDATIVE_PHOSPHORYLATION,Metabolism,IDH1
OXIDATIVE_PHOSPHORYLATION,Metabolism,IDH2
OXIDATIVE_PHOSPHORYLATION,Metabolism,IDH3A
OXIDATIVE_PHOSPHORYLATION,Metabolism,IDH3B
OXIDATIVE_PHOSPHORYLATION,Metabolism,IDH3G
OXIDATIVE_PHOSPHORYLATION,Metabolism,IMMT
OXIDATIVE_PHOSPHORYLATION,Metabolism,ISCA1
OXIDATIVE_PHOSPHORYLATION,Metabolism,ISCU
OXIDATIVE_PHOSPHORYLATION,Metabolism,LDHA
OXIDATIVE_PHOSPHORYLATION,Metabolism,LDHB
OXIDATIVE_PHOSPHORYLATION,Metabolism,LRPPRC
OXIDATIVE_PHOSPHORYLATION,Metabolism,MAOB
OXIDATIVE_PHOSPHORYLATION,Metabolism,MDH1
OXIDATIVE_PHOSPHORYLATION,Metabolism,MDH2
OXIDATIVE_PHOSPHORYLATION,Metabolism,MFN2
OXIDATIVE_PHOSPHORYLATION,Metabolism,MGST3
OXIDATIVE_PHOSPHORYLATION,Metabolism,MPC1
OXIDATIVE_PHOSPHORYLATION,Metabolism,MRPL11
OXIDATIVE_PHOSPHORYLATION,Metabolism,MRPL15
OXIDATIVE_PHOSPHORYLATION,Metabolism,MRPL34
OXIDATIVE_PHOSPHORYLATION,Metabolism,MRPL35
OXIDATIVE_PHOSPHORYLATION,Metabolism,MRPS11
OXIDATIVE_PHOSPHORYLATION,Metabolism,MRPS12
OXIDATIVE_PHOSPHORYLATION,Metabolism,MRPS15
OXIDATIVE_PHOSPHORYLATION,Metabolism,MRPS22
OXIDATIVE_PHOSPHORYLATION,Metabolism,MRPS30
OXIDATIVE_PHOSPHORYLATION,Metabolism,MTRF1
OXIDATIVE_PHOSPHORYLATION,Metabolism,MTRR
OXIDATIVE_PHOSPHORYLATION,Metabolism,MTX2
OXIDATIVE_PHOSPHORYLATION,Metabolism,NDUFA1
OXIDATIVE_PHOSPHORYLATION,Metabolism,NDUFA2
OXIDATIVE_PHOSPHORYLATION,Metabolism,NDUFA3
OXIDATIVE_PHOSPHORYLATION,Metabolism,NDUFA4
OXIDATIVE_PHOSPHORYLATION,Metabolism,NDUFA5
OXIDATIVE_PHOSPHORYLATION,Metabolism,NDUFA6
OXIDATIVE_PHOSPHORYLATION,Metabolism,NDUFA7
OXIDATIVE_PHOSPHORYLATION,Metabolism,NDUFA8
OXIDATIVE_PHOSPHORYLATION,Metabolism,NDUFA9
OXIDATIVE_PHOSPHORYLATION,Metabolism,NDUFAB1
OXIDATIVE_PHOSPHORYLATION,Metabolism,NDUFB1
OXIDATIVE_PHOSPHORYLATION,Metabolism,NDUFB2
OXIDATIVE_PHOSPHORYLATION,Metabolism,NDUFB3
OXIDATIVE_PHOSPHORYLATION,Metabolism,NDUFB4
OXIDATIVE_PHOSPHORYLATION,Metabolism,NDUFB5
OXIDATIVE_PHOSPHORYLATION,Metabolism,NDUFB6
OXIDATIVE_PHOSPHORYLATION,Metabolism,NDUFB7
OXIDATIVE_PHOSPHORYLATION,Metabolism,NDUFB8
OXIDATIVE_PHOSPHORYLATION,Metabolism,NDUFC1
OXIDATIVE_PHOSPHORYLATION,Metabolism,NDUFC2
OXIDATIVE_PHOSPHORYLATION,Metabolism,NDUFS1
OXIDATIVE_PHOSPHORYLATION,Metabolism,NDUFS2
OXIDATIVE_PHOSPHORYLATION,Metabolism,NDUFS3
OXIDATIVE_PHOSPHORYLATION,Metabolism,NDUFS4
OXIDATIVE_PHOSPHORYLATION,Metabolism,NDUFS6
OXIDATIVE_PHOSPHORYLATION,Metabolism,NDUFS7
OXIDATIVE_PHOSPHORYLATION,Metabolism,NDUFS8
OXIDATIVE_PHOSPHORYLATION,Metabolism,NDUFV1
OXIDATIVE_PHOSPHORYLATION,Metabolism,NDUFV2
OXIDATIVE_PHOSPHORYLATION,Metabolism,NNT
OXIDATIVE_PHOSPHORYLATION,Metabolism,NQO2
OXIDATIVE_PHOSPHORYLATION,Metabolism,OAT
OXIDATIVE_PHOSPHORYLATION,Metabolism,OGDH
OXIDATIVE_PHOSPHORYLATION,Metabolism,OPA1
OXIDATIVE_PHOSPHORYLATION,Metabolism,OXA1L
OXIDATIVE_PHOSPHORYLATION,Metabolism,PDHA1
OXIDATIVE_PHOSPHORYLATION,Metabolism,PDHB
OXIDATIVE_PHOSPHORYLATION,Metabolism,PDHX
OXIDATIVE_PHOSPHORYLATION,Metabolism,PDK4
OXIDATIVE_PHOSPHORYLATION,Metabolism,PDP1
OXIDATIVE_PHOSPHORYLATION,Metabolism,PHB2
OXIDATIVE_PHOSPHORYLATION,Metabolism,PHYH
OXIDATIVE_PHOSPHORYLATION,Metabolism,PMPCA
OXIDATIVE_PHOSPHORYLATION,Metabolism,POLR2F
OXIDATIVE_PHOSPHORYLATION,Metabolism,POR
OXIDATIVE_PHOSPHORYLATION,Metabolism,PRDX3
OXIDATIVE_PHOSPHORYLATION,Metabolism,RETSAT
OXIDATIVE_PHOSPHORYLATION,Metabolism,RHOT1
OXIDATIVE_PHOSPHORYLATION,Metabolism,RHOT2
OXIDATIVE_PHOSPHORYLATION,Metabolism,SDHA
OXIDATIVE_PHOSPHORYLATION,Metabolism,SDHB
OXIDATIVE_PHOSPHORYLATION,Metabolism,SDHC
OXIDATIVE_PHOSPHORYLATION,Metabolism,SDHD
OXIDATIVE_PHOSPHORYLATION,Metabolism,SLC25A11
OXIDATIVE_PHOSPHORYLATION,Metabolism,SLC25A12
OXIDATIVE_PHOSPHORYLATION,Metabolism,SLC25A20
OXIDATIVE_PHOSPHORYLATION,Metabolism,SLC25A3
OXIDATIVE_PHOSPHORYLATION,Metabolism,SLC25A4
OXIDATIVE_PHOSPHORYLATION,Metabolism,SLC25A5
OXIDATIVE_PHOSPHORYLATION,Metabolism,SLC25A6
OXIDATIVE_PHOSPHORYLATION,Metabolism,SUCLA2
OXIDATIVE_PHOSPHORYLATION,Metabolism,SUCLG1
OXIDATIVE_PHOSPHORYLATION,Metabolism,SUPV3L1
OXIDATIVE_PHOSPHORYLATION,Metabolism,SURF1
OXIDATIVE_PHOSPHORYLATION,Metabolism,TCIRG1
OXIDATIVE_PHOSPHORYLATION,Metabolism,TIMM10
OXIDATIVE_PHOSPHORYLATION,Metabolism,TIMM13
OXIDATIVE_PHOSPHORYLATION,Metabolism,TIMM17A
OXIDATIVE_PHOSPHORYLATION,Metabolism,TIMM50
OXIDATIVE_PHOSPHORYLATION,Metabolism,TIMM8B
OXIDATIVE_PHOSPHORYLATION,Metabolism,TIMM9
OXIDATIVE_PHOSPHORYLATION,Metabolism,TOMM22
OXIDATIVE_PHOSPHORYLATION,Metabolism,TOMM70
OXIDATIVE_PHOSPHORYLATION,Metabolism,UQCR10
OXIDATIVE_PHOSPHORYLATION,Metabolism,UQCR11
OXIDATIVE_PHOSPHORYLATION,Metabolism,UQCRB
OXIDATIVE_PHOSPHORYLATION,Metabolism,UQCRC1
OXIDATIVE_PHOSPHORYLATION,Metabolism,UQCRC2
OXIDATIVE_PHOSPHORYLATION,Metabolism,UQCRFS1
OXIDATIVE_PHOSPHORYLATION,Metabolism,UQCRH
OXIDATIVE_PHOSPHORYLATION,Metabolism,UQCRQ
OXIDATIVE_PHOSPHORYLATION,Metabolism,VDAC1
OXIDATIVE_PHOSPHORYLATION,Metabolism,VDAC2
OXIDATIVE_PHOSPHORYLATION,Metabolism,VDAC3
FATTY_ACID_METABOLISM,Metabolism,AADAT
FATTY_ACID_METABOLISM,Metabolism,ACAA1
FATTY_ACID_METABOLISM,Metabolism,ACAA2
FATTY_ACID_METABOLISM,Metabolism,ACADL
FATTY_ACID_METABOLISM,Metabolism,ACADM
FATTY_ACID_METABOLISM,Metabolism,ACADS
FATTY_ACID_METABOLISM,Metabolism,ACADVL
FATTY_ACID_METABOLISM,Metabolism,ACAT2
FATTY_ACID_METABOLISM,Metabolism,ACO2
FATTY_ACID_METABOLISM,Metabolism,ACOT2
FATTY_ACID_METABOLISM,Metabolism,ACOT8
FATTY_ACID_METABOLISM,Metabolism,ACOX1
FATTY_ACID_METABOLISM,Metabolism,ACSL1
FATTY_ACID_METABOLISM,Metabolism,ACSL4
FATTY_ACID_METABOLISM,Metabolism,ACSL5
FATTY_ACID_METABOLISM,Metabolism,ACSM3
FATTY_ACID_METABOLISM,Metabolism,ACSS1
FATTY_ACID_METABOLISM,Metabolism,ADH1C
FATTY_ACID_METABOLISM,Metabolism,ADH7
FATTY_ACID_METABOLISM,Metabolism,ADIPOR2
FATTY_ACID_METABOLISM,Metabolism,ADSL
FATTY_ACID_METABOLISM,Metabolism,ALAD
FATTY_ACID_METABOLISM,Metabolism,ALDH1A1
FATTY_ACID_METABOLISM,Metabolism,ALDH3A1
FATTY_ACID_METABOLISM,Metabolism,ALDH3A2
FATTY_ACID_METABOLISM,Metabolism,ALDH9A1
FATTY_ACID_METABOLISM,Metabolism,ALDOA
FATTY_ACID_METABOLISM,Metabolism,AOC3
FATTY_ACID_METABOLISM,Metabolism,APEX1
FATTY_ACID_METABOLISM,Metabolism,AQP7
FATTY_ACID_METABOLISM,Metabolism,AUH
FATTY_ACID_METABOLISM,Metabolism,BCKDHB
FATTY_ACID_METABOLISM,Metabolism,BLVRA
FATTY_ACID_METABOLISM,Metabolism,BMPR1B
FATTY_ACID_METABOLISM,Metabolism,BPHL
FATTY_ACID_METABOLISM,Metabolism,CA2
FATTY_ACID_METABOLISM,Metabolism,CA4
FATTY_ACID_METABOLISM,Metabolism,CA6
FATTY_ACID_METABOLISM,Metabolism,CBR1
FATTY_ACID_METABOLISM,Metabolism,CBR3
FATTY_ACID_METABOLISM,Metabolism,CD1D
FATTY_ACID_METABOLISM,Metabolism,CD36
FATTY_ACID_METABOLISM,Metabolism,CEL
FATTY_ACID_METABOLISM,Metabolism,CIDEA
FATTY_ACID_METABOLISM,Metabolism,CPOX
FATTY_ACID_METABOLISM,Metabolism,CPT1A
FATTY_ACID_METABOLISM,Metabolism,CPT2
FATTY_ACID_METABOLISM,Metabolism,CRAT
FATTY_ACID_METABOLISM,Metabolism,CRYZ
FATTY_ACID_METABOLISM,Metabolism,CYP1A1
FATTY_ACID_METABOLISM,Metabolism,CYP4A11
FATTY_ACID_METABOLISM,Metabolism,CYP4A22
FATTY_ACID_METABOLISM,Metabolism,D2HGDH
FATTY_ACID_METABOLISM,Metabolism,DECR1
FATTY_ACID_METABOLISM,Metabolism,DHCR24
FATTY_ACID_METABOLISM,Metabolism,DLD
FATTY_ACID_METABOLISM,Metabolism,DLST
FATTY_ACID_METABOLISM,Metabolism,ECH1
FATTY_ACID_METABOLISM,Metabolism,ECHS1
FATTY_ACID_METABOLISM,Metabolism,ECI1
FATTY_ACID_METABOLISM,Metabolism,ECI2
FATTY_ACID_METABOLISM,Metabolism,EHHADH
FATTY_ACID_METABOLISM,Metabolism,ELOVL5
FATTY_ACID_METABOLISM,Metabolism,ENO2
FATTY_ACID_METABOLISM,Metabolism,ENO3
FATTY_ACID_METABOLISM,Metabolism,EPHX1
FATTY_ACID_METABOLISM,Metabolism,ERP29
FATTY_ACID_METABOLISM,Metabolism,ETFDH
FATTY_ACID_METABOLISM,Metabolism,FABP1
FATTY_ACID_METABOLISM,Metabolism,FABP2
FATTY_ACID_METABOLISM,Metabolism,FASN
FATTY_ACID_METABOLISM,Metabolism,FH
FATTY_ACID_METABOLISM,Metabolism,FMO1
FATTY_ACID_METABOLISM,Metabolism,G0S2
FATTY_ACID_METABOLISM,Metabolism,GABARAPL1
FATTY_ACID_METABOLISM,Metabolism,GAD2
FATTY_ACID_METABOLISM,Metabolism,GAPDHS
FATTY_ACID_METABOLISM,Metabolism,GCDH
FATTY_ACID_METABOLISM,Metabolism,GLUL
FATTY_ACID_METABOLISM,Metabolism,GPD1
FATTY_ACID_METABOLISM,Metabolism,GPD2
FATTY_ACID_METABOLISM,Metabolism,GRHPR
FATTY_ACID_METABOLISM,Metabolism,GSTZ1
FATTY_ACID_METABOLISM,Metabolism,H2AZ1
FATTY_ACID_METABOLISM,Metabolism,HADH
FATTY_ACID_METABOLISM,Metabolism,HADHB
FATTY_ACID_METABOLISM,Metabolism,HAO2
FATTY_ACID_METABOLISM,Metabolism,HCCS
FATTY_ACID_METABOLISM,Metabolism,HIBCH
FATTY_ACID_METABOLISM,Metabolism,HMGCL
FATTY_ACID_METABOLISM,Metabolism,HMGCS1
FATTY_ACID_METABOLISM,Metabolism,HMGCS2
FATTY_ACID_METABOLISM,Metabolism,HPGD
FATTY_ACID_METABOLISM,Metabolism,HSD17B10
FATTY_ACID_METABOLISM,Metabolism,HSD17B11
FATTY_ACID_METABOLISM,Metabolism,HSD17B4
FATTY_ACID_METABOLISM,Metabolism,HSD17B7
FATTY_ACID_METABOLISM,Metabolism,HSDL2
FATTY_ACID_METABOLISM,Metabolism,HSP90AA1
FATTY_ACID_METABOLISM,Metabolism,HSPH1
FATTY_ACID_METABOLISM,Metabolism,IDH1
FATTY_ACID_METABOLISM,Metabolism,IDH3B
