"","id","module_title","composite_name","module_size_4","module_category","annotation_level","web_link","symbol","top_matched_pathway_in_kegg_pid_and_biocarta","jaccard_index_10","enrichment_p_value_11","pathway_size","overlap_size_13","top_matched_chaussabel_module","jaccard_index_15","enrichment_p_value_16","module_size_17","overlap_size_18","top_matched_transcription_factor","jaccard_index_20","enrichment_p_value_21","gene_set_size","overlap_size_23","top_matched_gene_ontology_terms_number_of_matched_genes","btm","group","subgroup"
"3283","M118.0","enriched in monocytes (IV)","enriched in monocytes (IV) (M118.0)",57,"immune","partial","http://www.interactivefigures.com/meni/btm416_annotation/btmdata/M118.0.htm","CTSS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"protein binding (35), plasma membrane (23), integral to membrane (23)","M118.0","MONOCYTES","MONOCYTES"
"3284","M118.0","enriched in monocytes (IV)","enriched in monocytes (IV) (M118.0)",57,"immune","partial","http://www.interactivefigures.com/meni/btm416_annotation/btmdata/M118.0.htm","EMILIN2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"protein binding (35), plasma membrane (23), integral to membrane (23)","M118.0","MONOCYTES","MONOCYTES"
"3285","M118.0","enriched in monocytes (IV)","enriched in monocytes (IV) (M118.0)",57,"immune","partial","http://www.interactivefigures.com/meni/btm416_annotation/btmdata/M118.0.htm","ACPP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"protein binding (35), plasma membrane (23), integral to membrane (23)","M118.0","MONOCYTES","MONOCYTES"
"3286","M118.0","enriched in monocytes (IV)","enriched in monocytes (IV) (M118.0)",57,"immune","partial","http://www.interactivefigures.com/meni/btm416_annotation/btmdata/M118.0.htm","F5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"protein binding (35), plasma membrane (23), integral to membrane (23)","M118.0","MONOCYTES","MONOCYTES"
"3287","M118.0","enriched in monocytes (IV)","enriched in monocytes (IV) (M118.0)",57,"immune","partial","http://www.interactivefigures.com/meni/btm416_annotation/btmdata/M118.0.htm","STEAP4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"protein binding (35), plasma membrane (23), integral to membrane (23)","M118.0","MONOCYTES","MONOCYTES"
"3288","M118.0","enriched in monocytes (IV)","enriched in monocytes (IV) (M118.0)",57,"immune","partial","http://www.interactivefigures.com/meni/btm416_annotation/btmdata/M118.0.htm","C19orf59",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"protein binding (35), plasma membrane (23), integral to membrane (23)","M118.0","MONOCYTES","MONOCYTES"
"3289","M118.0","enriched in monocytes (IV)","enriched in monocytes (IV) (M118.0)",57,"immune","partial","http://www.interactivefigures.com/meni/btm416_annotation/btmdata/M118.0.htm","ACSL1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"protein binding (35), plasma membrane (23), integral to membrane (23)","M118.0","MONOCYTES","MONOCYTES"
"3290","M118.0","enriched in monocytes (IV)","enriched in monocytes (IV) (M118.0)",57,"immune","partial","http://www.interactivefigures.com/meni/btm416_annotation/btmdata/M118.0.htm","PAK1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"protein binding (35), plasma membrane (23), integral to membrane (23)","M118.0","MONOCYTES","MONOCYTES"
"3291","M118.0","enriched in monocytes (IV)","enriched in monocytes (IV) (M118.0)",57,"immune","partial","http://www.interactivefigures.com/meni/btm416_annotation/btmdata/M118.0.htm","C1orf162",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"protein binding (35), plasma membrane (23), integral to membrane (23)","M118.0","MONOCYTES","MONOCYTES"
"3292","M118.0","enriched in monocytes (IV)","enriched in monocytes (IV) (M118.0)",57,"immune","partial","http://www.interactivefigures.com/meni/btm416_annotation/btmdata/M118.0.htm","MOSC1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"protein binding (35), plasma membrane (23), integral to membrane (23)","M118.0","MONOCYTES","MONOCYTES"
"3293","M118.0","enriched in monocytes (IV)","enriched in monocytes (IV) (M118.0)",57,"immune","partial","http://www.interactivefigures.com/meni/btm416_annotation/btmdata/M118.0.htm","TLR1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"protein binding (35), plasma membrane (23), integral to membrane (23)","M118.0","MONOCYTES","MONOCYTES"
"3294","M118.0","enriched in monocytes (IV)","enriched in monocytes (IV) (M118.0)",57,"immune","partial","http://www.interactivefigures.com/meni/btm416_annotation/btmdata/M118.0.htm","PID1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"protein binding (35), plasma membrane (23), integral to membrane (23)","M118.0","MONOCYTES","MONOCYTES"
"3295","M118.0","enriched in monocytes (IV)","enriched in monocytes (IV) (M118.0)",57,"immune","partial","http://www.interactivefigures.com/meni/btm416_annotation/btmdata/M118.0.htm","BCL6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"protein binding (35), plasma membrane (23), integral to membrane (23)","M118.0","MONOCYTES","MONOCYTES"
"3296","M118.0","enriched in monocytes (IV)","enriched in monocytes (IV) (M118.0)",57,"immune","partial","http://www.interactivefigures.com/meni/btm416_annotation/btmdata/M118.0.htm","HLA-DMB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"protein binding (35), plasma membrane (23), integral to membrane (23)","M118.0","MONOCYTES","MONOCYTES"
"3297","M118.0","enriched in monocytes (IV)","enriched in monocytes (IV) (M118.0)",57,"immune","partial","http://www.interactivefigures.com/meni/btm416_annotation/btmdata/M118.0.htm","MPP1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"protein binding (35), plasma membrane (23), integral to membrane (23)","M118.0","MONOCYTES","MONOCYTES"
"3298","M118.0","enriched in monocytes (IV)","enriched in monocytes (IV) (M118.0)",57,"immune","partial","http://www.interactivefigures.com/meni/btm416_annotation/btmdata/M118.0.htm","AGPAT9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"protein binding (35), plasma membrane (23), integral to membrane (23)","M118.0","MONOCYTES","MONOCYTES"
"3299","M118.1","enriched in monocytes (surface)","enriched in monocytes (surface) (M118.1)",17,"immune","complete","http://www.interactivefigures.com/meni/btm416_annotation/btmdata/M118.1.htm","LTBR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"integral to membrane (17), plasma membrane (11), membrane (10)","M118.1","MONOCYTES","MONOCYTES"
"3300","M118.1","enriched in monocytes (surface)","enriched in monocytes (surface) (M118.1)",17,"immune","complete","http://www.interactivefigures.com/meni/btm416_annotation/btmdata/M118.1.htm","CD4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"integral to membrane (17), plasma membrane (11), membrane (10)","M118.1","MONOCYTES","MONOCYTES"
"3301","M118.1","enriched in monocytes (surface)","enriched in monocytes (surface) (M118.1)",17,"immune","complete","http://www.interactivefigures.com/meni/btm416_annotation/btmdata/M118.1.htm","TNFRSF1B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"integral to membrane (17), plasma membrane (11), membrane (10)","M118.1","MONOCYTES","MONOCYTES"
"3302","M118.1","enriched in monocytes (surface)","enriched in monocytes (surface) (M118.1)",17,"immune","complete","http://www.interactivefigures.com/meni/btm416_annotation/btmdata/M118.1.htm","MCTP1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"integral to membrane (17), plasma membrane (11), membrane (10)","M118.1","MONOCYTES","MONOCYTES"
"3303","M118.1","enriched in monocytes (surface)","enriched in monocytes (surface) (M118.1)",17,"immune","complete","http://www.interactivefigures.com/meni/btm416_annotation/btmdata/M118.1.htm","S1PR3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"integral to membrane (17), plasma membrane (11), membrane (10)","M118.1","MONOCYTES","MONOCYTES"
"3304","M118.1","enriched in monocytes (surface)","enriched in monocytes (surface) (M118.1)",17,"immune","complete","http://www.interactivefigures.com/meni/btm416_annotation/btmdata/M118.1.htm","EMR1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"integral to membrane (17), plasma membrane (11), membrane (10)","M118.1","MONOCYTES","MONOCYTES"
"3305","M118.1","enriched in monocytes (surface)","enriched in monocytes (surface) (M118.1)",17,"immune","complete","http://www.interactivefigures.com/meni/btm416_annotation/btmdata/M118.1.htm","C19orf59",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"integral to membrane (17), plasma membrane (11), membrane (10)","M118.1","MONOCYTES","MONOCYTES"
"3306","M118.1","enriched in monocytes (surface)","enriched in monocytes (surface) (M118.1)",17,"immune","complete","http://www.interactivefigures.com/meni/btm416_annotation/btmdata/M118.1.htm","SLC24A4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"integral to membrane (17), plasma membrane (11), membrane (10)","M118.1","MONOCYTES","MONOCYTES"
"3307","M118.1","enriched in monocytes (surface)","enriched in monocytes (surface) (M118.1)",17,"immune","complete","http://www.interactivefigures.com/meni/btm416_annotation/btmdata/M118.1.htm","STEAP4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"integral to membrane (17), plasma membrane (11), membrane (10)","M118.1","MONOCYTES","MONOCYTES"
"3308","M118.1","enriched in monocytes (surface)","enriched in monocytes (surface) (M118.1)",17,"immune","complete","http://www.interactivefigures.com/meni/btm416_annotation/btmdata/M118.1.htm","C1orf162",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"integral to membrane (17), plasma membrane (11), membrane (10)","M118.1","MONOCYTES","MONOCYTES"
"3309","M118.1","enriched in monocytes (surface)","enriched in monocytes (surface) (M118.1)",17,"immune","complete","http://www.interactivefigures.com/meni/btm416_annotation/btmdata/M118.1.htm","SLC16A3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"integral to membrane (17), plasma membrane (11), membrane (10)","M118.1","MONOCYTES","MONOCYTES"
"3310","M118.1","enriched in monocytes (surface)","enriched in monocytes (surface) (M118.1)",17,"immune","complete","http://www.interactivefigures.com/meni/btm416_annotation/btmdata/M118.1.htm","NFAM1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"integral to membrane (17), plasma membrane (11), membrane (10)","M118.1","MONOCYTES","MONOCYTES"
"3311","M118.1","enriched in monocytes (surface)","enriched in monocytes (surface) (M118.1)",17,"immune","complete","http://www.interactivefigures.com/meni/btm416_annotation/btmdata/M118.1.htm","TMEM176B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"integral to membrane (17), plasma membrane (11), membrane (10)","M118.1","MONOCYTES","MONOCYTES"
"3312","M118.1","enriched in monocytes (surface)","enriched in monocytes (surface) (M118.1)",17,"immune","complete","http://www.interactivefigures.com/meni/btm416_annotation/btmdata/M118.1.htm","HLA-DMB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"integral to membrane (17), plasma membrane (11), membrane (10)","M118.1","MONOCYTES","MONOCYTES"
"3313","M118.1","enriched in monocytes (surface)","enriched in monocytes (surface) (M118.1)",17,"immune","complete","http://www.interactivefigures.com/meni/btm416_annotation/btmdata/M118.1.htm","IL1R2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"integral to membrane (17), plasma membrane (11), membrane (10)","M118.1","MONOCYTES","MONOCYTES"
"3314","M118.1","enriched in monocytes (surface)","enriched in monocytes (surface) (M118.1)",17,"immune","complete","http://www.interactivefigures.com/meni/btm416_annotation/btmdata/M118.1.htm","AGPAT9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"integral to membrane (17), plasma membrane (11), membrane (10)","M118.1","MONOCYTES","MONOCYTES"
"3315","M118.1","enriched in monocytes (surface)","enriched in monocytes (surface) (M118.1)",17,"immune","complete","http://www.interactivefigures.com/meni/btm416_annotation/btmdata/M118.1.htm","TNFSF13B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"integral to membrane (17), plasma membrane (11), membrane (10)","M118.1","MONOCYTES","MONOCYTES"
"3316","M119","enriched in activated dendritic cells (I)","enriched in activated dendritic cells (I) (M119)",11,"immune","partial","http://www.interactivefigures.com/meni/btm416_annotation/btmdata/M119.htm","IL1RN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NFKB_Q6",0.05,2.52e-23,201,11,"protein binding (8), plasma membrane (5), signal transduction (4)","M119","INNATE RESPONSE","DC ACTIVATION"
"3317","M119","enriched in activated dendritic cells (I)","enriched in activated dendritic cells (I) (M119)",11,"immune","partial","http://www.interactivefigures.com/meni/btm416_annotation/btmdata/M119.htm","CXCL2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NFKB_Q6",0.05,2.52e-23,201,11,"protein binding (8), plasma membrane (5), signal transduction (4)","M119","INNATE RESPONSE","DC ACTIVATION"
"3318","M119","enriched in activated dendritic cells (I)","enriched in activated dendritic cells (I) (M119)",11,"immune","partial","http://www.interactivefigures.com/meni/btm416_annotation/btmdata/M119.htm","RGL1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NFKB_Q6",0.05,2.52e-23,201,11,"protein binding (8), plasma membrane (5), signal transduction (4)","M119","INNATE RESPONSE","DC ACTIVATION"
"3319","M119","enriched in activated dendritic cells (I)","enriched in activated dendritic cells (I) (M119)",11,"immune","partial","http://www.interactivefigures.com/meni/btm416_annotation/btmdata/M119.htm","CD83",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NFKB_Q6",0.05,2.52e-23,201,11,"protein binding (8), plasma membrane (5), signal transduction (4)","M119","INNATE RESPONSE","DC ACTIVATION"
"3320","M119","enriched in activated dendritic cells (I)","enriched in activated dendritic cells (I) (M119)",11,"immune","partial","http://www.interactivefigures.com/meni/btm416_annotation/btmdata/M119.htm","PRKCD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NFKB_Q6",0.05,2.52e-23,201,11,"protein binding (8), plasma membrane (5), signal transduction (4)","M119","INNATE RESPONSE","DC ACTIVATION"
"3321","M119","enriched in activated dendritic cells (I)","enriched in activated dendritic cells (I) (M119)",11,"immune","partial","http://www.interactivefigures.com/meni/btm416_annotation/btmdata/M119.htm","CD86",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NFKB_Q6",0.05,2.52e-23,201,11,"protein binding (8), plasma membrane (5), signal transduction (4)","M119","INNATE RESPONSE","DC ACTIVATION"
"3322","M119","enriched in activated dendritic cells (I)","enriched in activated dendritic cells (I) (M119)",11,"immune","partial","http://www.interactivefigures.com/meni/btm416_annotation/btmdata/M119.htm","RIN2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NFKB_Q6",0.05,2.52e-23,201,11,"protein binding (8), plasma membrane (5), signal transduction (4)","M119","INNATE RESPONSE","DC ACTIVATION"
"3323","M119","enriched in activated dendritic cells (I)","enriched in activated dendritic cells (I) (M119)",11,"immune","partial","http://www.interactivefigures.com/meni/btm416_annotation/btmdata/M119.htm","SLAMF8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NFKB_Q6",0.05,2.52e-23,201,11,"protein binding (8), plasma membrane (5), signal transduction (4)","M119","INNATE RESPONSE","DC ACTIVATION"
"3324","M119","enriched in activated dendritic cells (I)","enriched in activated dendritic cells (I) (M119)",11,"immune","partial","http://www.interactivefigures.com/meni/btm416_annotation/btmdata/M119.htm","IL4I1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NFKB_Q6",0.05,2.52e-23,201,11,"protein binding (8), plasma membrane (5), signal transduction (4)","M119","INNATE RESPONSE","DC ACTIVATION"
"3325","M119","enriched in activated dendritic cells (I)","enriched in activated dendritic cells (I) (M119)",11,"immune","partial","http://www.interactivefigures.com/meni/btm416_annotation/btmdata/M119.htm","ATP1B1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NFKB_Q6",0.05,2.52e-23,201,11,"protein binding (8), plasma membrane (5), signal transduction (4)","M119","INNATE RESPONSE","DC ACTIVATION"
"3326","M119","enriched in activated dendritic cells (I)","enriched in activated dendritic cells (I) (M119)",11,"immune","partial","http://www.interactivefigures.com/meni/btm416_annotation/btmdata/M119.htm","PLXDC2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NFKB_Q6",0.05,2.52e-23,201,11,"protein binding (8), plasma membrane (5), signal transduction (4)","M119","INNATE RESPONSE","DC ACTIVATION"
"3327","M122","enriched for cell migration","enriched for cell migration (M122)",11,"biological process","partial","http://www.interactivefigures.com/meni/btm416_annotation/btmdata/M122.htm","CCL2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SRF_Q6",0.02,2.48e-06,211,4,"protein binding (9), extracellular region (9), signal transduction (6)","M122","ECM AND MIGRATION","ECM AND MIGRATION"
"3328","M122","enriched for cell migration","enriched for cell migration (M122)",11,"biological process","partial","http://www.interactivefigures.com/meni/btm416_annotation/btmdata/M122.htm","PODN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SRF_Q6",0.02,2.48e-06,211,4,"protein binding (9), extracellular region (9), signal transduction (6)","M122","ECM AND MIGRATION","ECM AND MIGRATION"
"3329","M122","enriched for cell migration","enriched for cell migration (M122)",11,"biological process","partial","http://www.interactivefigures.com/meni/btm416_annotation/btmdata/M122.htm","TGFB2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SRF_Q6",0.02,2.48e-06,211,4,"protein binding (9), extracellular region (9), signal transduction (6)","M122","ECM AND MIGRATION","ECM AND MIGRATION"
"3330","M122","enriched for cell migration","enriched for cell migration (M122)",11,"biological process","partial","http://www.interactivefigures.com/meni/btm416_annotation/btmdata/M122.htm","IGF1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SRF_Q6",0.02,2.48e-06,211,4,"protein binding (9), extracellular region (9), signal transduction (6)","M122","ECM AND MIGRATION","ECM AND MIGRATION"
"3331","M122","enriched for cell migration","enriched for cell migration (M122)",11,"biological process","partial","http://www.interactivefigures.com/meni/btm416_annotation/btmdata/M122.htm","LAMA4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SRF_Q6",0.02,2.48e-06,211,4,"protein binding (9), extracellular region (9), signal transduction (6)","M122","ECM AND MIGRATION","ECM AND MIGRATION"
"3332","M122","enriched for cell migration","enriched for cell migration (M122)",11,"biological process","partial","http://www.interactivefigures.com/meni/btm416_annotation/btmdata/M122.htm","NBL1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SRF_Q6",0.02,2.48e-06,211,4,"protein binding (9), extracellular region (9), signal transduction (6)","M122","ECM AND MIGRATION","ECM AND MIGRATION"
"3333","M122","enriched for cell migration","enriched for cell migration (M122)",11,"biological process","partial","http://www.interactivefigures.com/meni/btm416_annotation/btmdata/M122.htm","MYLK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SRF_Q6",0.02,2.48e-06,211,4,"protein binding (9), extracellular region (9), signal transduction (6)","M122","ECM AND MIGRATION","ECM AND MIGRATION"
"3334","M122","enriched for cell migration","enriched for cell migration (M122)",11,"biological process","partial","http://www.interactivefigures.com/meni/btm416_annotation/btmdata/M122.htm","NR2F2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SRF_Q6",0.02,2.48e-06,211,4,"protein binding (9), extracellular region (9), signal transduction (6)","M122","ECM AND MIGRATION","ECM AND MIGRATION"
"3335","M122","enriched for cell migration","enriched for cell migration (M122)",11,"biological process","partial","http://www.interactivefigures.com/meni/btm416_annotation/btmdata/M122.htm","IGFBP5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SRF_Q6",0.02,2.48e-06,211,4,"protein binding (9), extracellular region (9), signal transduction (6)","M122","ECM AND MIGRATION","ECM AND MIGRATION"
"3336","M122","enriched for cell migration","enriched for cell migration (M122)",11,"biological process","partial","http://www.interactivefigures.com/meni/btm416_annotation/btmdata/M122.htm","CXCL12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SRF_Q6",0.02,2.48e-06,211,4,"protein binding (9), extracellular region (9), signal transduction (6)","M122","ECM AND MIGRATION","ECM AND MIGRATION"
"3337","M122","enriched for cell migration","enriched for cell migration (M122)",11,"biological process","partial","http://www.interactivefigures.com/meni/btm416_annotation/btmdata/M122.htm","NRP1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SRF_Q6",0.02,2.48e-06,211,4,"protein binding (9), extracellular region (9), signal transduction (6)","M122","ECM AND MIGRATION","ECM AND MIGRATION"
"3338","M123","enriched in B cell differentiation","enriched in B cell differentiation (M123)",13,"immune","partial","http://www.interactivefigures.com/meni/btm416_annotation/btmdata/M123.htm","ICOSLG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PAX3_B",0.05,4.68e-08,65,4,"protein binding (9), signal transduction (4), regulation of transcription, DNA-dependent (4)","M123","B CELLS","PLASMA CELLS"
"3339","M123","enriched in B cell differentiation","enriched in B cell differentiation (M123)",13,"immune","partial","http://www.interactivefigures.com/meni/btm416_annotation/btmdata/M123.htm","HBEGF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PAX3_B",0.05,4.68e-08,65,4,"protein binding (9), signal transduction (4), regulation of transcription, DNA-dependent (4)","M123","B CELLS","PLASMA CELLS"
"3340","M123","enriched in B cell differentiation","enriched in B cell differentiation (M123)",13,"immune","partial","http://www.interactivefigures.com/meni/btm416_annotation/btmdata/M123.htm","LOC144481",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PAX3_B",0.05,4.68e-08,65,4,"protein binding (9), signal transduction (4), regulation of transcription, DNA-dependent (4)","M123","B CELLS","PLASMA CELLS"
"3341","M123","enriched in B cell differentiation","enriched in B cell differentiation (M123)",13,"immune","partial","http://www.interactivefigures.com/meni/btm416_annotation/btmdata/M123.htm","NR4A1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PAX3_B",0.05,4.68e-08,65,4,"protein binding (9), signal transduction (4), regulation of transcription, DNA-dependent (4)","M123","B CELLS","PLASMA CELLS"
"3342","M123","enriched in B cell differentiation","enriched in B cell differentiation (M123)",13,"immune","partial","http://www.interactivefigures.com/meni/btm416_annotation/btmdata/M123.htm","GAB1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PAX3_B",0.05,4.68e-08,65,4,"protein binding (9), signal transduction (4), regulation of transcription, DNA-dependent (4)","M123","B CELLS","PLASMA CELLS"
"3343","M123","enriched in B cell differentiation","enriched in B cell differentiation (M123)",13,"immune","partial","http://www.interactivefigures.com/meni/btm416_annotation/btmdata/M123.htm","DLL1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PAX3_B",0.05,4.68e-08,65,4,"protein binding (9), signal transduction (4), regulation of transcription, DNA-dependent (4)","M123","B CELLS","PLASMA CELLS"
"3344","M123","enriched in B cell differentiation","enriched in B cell differentiation (M123)",13,"immune","partial","http://www.interactivefigures.com/meni/btm416_annotation/btmdata/M123.htm","LOC100288911",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PAX3_B",0.05,4.68e-08,65,4,"protein binding (9), signal transduction (4), regulation of transcription, DNA-dependent (4)","M123","B CELLS","PLASMA CELLS"
"3345","M123","enriched in B cell differentiation","enriched in B cell differentiation (M123)",13,"immune","partial","http://www.interactivefigures.com/meni/btm416_annotation/btmdata/M123.htm","NR4A3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PAX3_B",0.05,4.68e-08,65,4,"protein binding (9), signal transduction (4), regulation of transcription, DNA-dependent (4)","M123","B CELLS","PLASMA CELLS"
"3346","M123","enriched in B cell differentiation","enriched in B cell differentiation (M123)",13,"immune","partial","http://www.interactivefigures.com/meni/btm416_annotation/btmdata/M123.htm","EBF1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PAX3_B",0.05,4.68e-08,65,4,"protein binding (9), signal transduction (4), regulation of transcription, DNA-dependent (4)","M123","B CELLS","PLASMA CELLS"
"3347","M123","enriched in B cell differentiation","enriched in B cell differentiation (M123)",13,"immune","partial","http://www.interactivefigures.com/meni/btm416_annotation/btmdata/M123.htm","FAM150B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PAX3_B",0.05,4.68e-08,65,4,"protein binding (9), signal transduction (4), regulation of transcription, DNA-dependent (4)","M123","B CELLS","PLASMA CELLS"
"3348","M123","enriched in B cell differentiation","enriched in B cell differentiation (M123)",13,"immune","partial","http://www.interactivefigures.com/meni/btm416_annotation/btmdata/M123.htm","BCL11B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PAX3_B",0.05,4.68e-08,65,4,"protein binding (9), signal transduction (4), regulation of transcription, DNA-dependent (4)","M123","B CELLS","PLASMA CELLS"
"3349","M123","enriched in B cell differentiation","enriched in B cell differentiation (M123)",13,"immune","partial","http://www.interactivefigures.com/meni/btm416_annotation/btmdata/M123.htm","VPREB1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PAX3_B",0.05,4.68e-08,65,4,"protein binding (9), signal transduction (4), regulation of transcription, DNA-dependent (4)","M123","B CELLS","PLASMA CELLS"
"3350","M123","enriched in B cell differentiation","enriched in B cell differentiation (M123)",13,"immune","partial","http://www.interactivefigures.com/meni/btm416_annotation/btmdata/M123.htm","VPREB3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PAX3_B",0.05,4.68e-08,65,4,"protein binding (9), signal transduction (4), regulation of transcription, DNA-dependent (4)","M123","B CELLS","PLASMA CELLS"
"3351","M127","type I interferon response","type I interferon response (M127)",12,"immune","complete","http://www.interactivefigures.com/meni/btm416_annotation/btmdata/M127.htm","TAP1",NA,NA,NA,NA,NA,"[Chaussabel.v2]M3.4",0.1,1.26e-13,53,6,NA,NA,NA,NA,NA,"protein binding (9), cytosol (7), response to virus (6)","M127","IFN","INTERFERON/ANTIVIRAL SENSING"
"3352","M127","type I interferon response","type I interferon response (M127)",12,"immune","complete","http://www.interactivefigures.com/meni/btm416_annotation/btmdata/M127.htm","IFIH1",NA,NA,NA,NA,NA,"[Chaussabel.v2]M3.4",0.1,1.26e-13,53,6,NA,NA,NA,NA,NA,"protein binding (9), cytosol (7), response to virus (6)","M127","IFN","INTERFERON/ANTIVIRAL SENSING"
"3353","M127","type I interferon response","type I interferon response (M127)",12,"immune","complete","http://www.interactivefigures.com/meni/btm416_annotation/btmdata/M127.htm","IRF7",NA,NA,NA,NA,NA,"[Chaussabel.v2]M3.4",0.1,1.26e-13,53,6,NA,NA,NA,NA,NA,"protein binding (9), cytosol (7), response to virus (6)","M127","IFN","INTERFERON/ANTIVIRAL SENSING"
"3354","M127","type I interferon response","type I interferon response (M127)",12,"immune","complete","http://www.interactivefigures.com/meni/btm416_annotation/btmdata/M127.htm","PARP9",NA,NA,NA,NA,NA,"[Chaussabel.v2]M3.4",0.1,1.26e-13,53,6,NA,NA,NA,NA,NA,"protein binding (9), cytosol (7), response to virus (6)","M127","IFN","INTERFERON/ANTIVIRAL SENSING"
