geo_sample,subject_id,sex,treatment,tissue,timepoint,animal_replicate,strain,condition
GSM3407563,SAL_MLN_24h_3,Female,saline,draining medial iliac lymph nodes (MLN),24,3,CB6F1,saline_24_draining medial iliac lymph nodes (MLN)
GSM3407564,SAL_MLN_24h_4,Female,saline,draining medial iliac lymph nodes (MLN),24,4,CB6F1,saline_24_draining medial iliac lymph nodes (MLN)
GSM3407565,SAL_MLN_24h_5,Female,saline,draining medial iliac lymph nodes (MLN),24,5,CB6F1,saline_24_draining medial iliac lymph nodes (MLN)
GSM3407566,TriFLU_MLN_24h_1,Female,Agrippal,draining medial iliac lymph nodes (MLN),24,1,CB6F1,Agrippal_24_draining medial iliac lymph nodes (MLN)
GSM3407567,TriFLU_MLN_24h_2,Female,Agrippal,draining medial iliac lymph nodes (MLN),24,2,CB6F1,Agrippal_24_draining medial iliac lymph nodes (MLN)
GSM3407568,TriFLU_MLN_24h_3,Female,Agrippal,draining medial iliac lymph nodes (MLN),24,3,CB6F1,Agrippal_24_draining medial iliac lymph nodes (MLN)
GSM3407569,TriFLU_MLN_24h_4,Female,Agrippal,draining medial iliac lymph nodes (MLN),24,4,CB6F1,Agrippal_24_draining medial iliac lymph nodes (MLN)
GSM3407570,TriFLU_MLN_24h_5,Female,Agrippal,draining medial iliac lymph nodes (MLN),24,5,CB6F1,Agrippal_24_draining medial iliac lymph nodes (MLN)
GSM3407571,TriFLU-MF59_MLN_24h_1,Female,Fluad,draining medial iliac lymph nodes (MLN),24,1,CB6F1,Fluad_24_draining medial iliac lymph nodes (MLN)
GSM3407572,TriFLU-MF59_MLN_24h_2,Female,Fluad,draining medial iliac lymph nodes (MLN),24,2,CB6F1,Fluad_24_draining medial iliac lymph nodes (MLN)
GSM3407573,TriFLU-MF59_MLN_24h_3,Female,Fluad,draining medial iliac lymph nodes (MLN),24,3,CB6F1,Fluad_24_draining medial iliac lymph nodes (MLN)
GSM3407574,TriFLU-MF59_MLN_24h_4,Female,Fluad,draining medial iliac lymph nodes (MLN),24,4,CB6F1,Fluad_24_draining medial iliac lymph nodes (MLN)
GSM3407575,TriFLU-MF59_MLN_24h_5,Female,Fluad,draining medial iliac lymph nodes (MLN),24,5,CB6F1,Fluad_24_draining medial iliac lymph nodes (MLN)
GSM3407576,ENG_MU_24h_1,Female,Engerix B,muscle,24,1,CB6F1,Engerix B_24_muscle
GSM3407577,ENG_MU_24h_2,Female,Engerix B,muscle,24,2,CB6F1,Engerix B_24_muscle
GSM3407578,ENG_MU_24h_3,Female,Engerix B,muscle,24,3,CB6F1,Engerix B_24_muscle
GSM3407579,ENG_MU_24h_4,Female,Engerix B,muscle,24,4,CB6F1,Engerix B_24_muscle
GSM3407580,ENG_MU_24h_5,Female,Engerix B,muscle,24,5,CB6F1,Engerix B_24_muscle
GSM3407581,IFA_MU_24h_1,Female,IFA,muscle,24,1,CB6F1,IFA_24_muscle
GSM3407582,IFA_MU_24h_2,Female,IFA,muscle,24,2,CB6F1,IFA_24_muscle
GSM3407583,IFA_MU_24h_3,Female,IFA,muscle,24,3,CB6F1,IFA_24_muscle
GSM3407584,IFA_MU_24h_4,Female,IFA,muscle,24,4,CB6F1,IFA_24_muscle
GSM3407585,IFA_MU_24h_5,Female,IFA,muscle,24,5,CB6F1,IFA_24_muscle
GSM3407586,LPS_MU_24h_1,Female,LPS,muscle,24,1,CB6F1,LPS_24_muscle
GSM3407587,LPS_MU_24h_2,Female,LPS,muscle,24,2,CB6F1,LPS_24_muscle
GSM3407588,LPS_MU_24h_3,Female,LPS,muscle,24,3,CB6F1,LPS_24_muscle
GSM3407589,LPS_MU_24h_4,Female,LPS,muscle,24,4,CB6F1,LPS_24_muscle
GSM3407590,LPS_MU_24h_5,Female,LPS,muscle,24,5,CB6F1,LPS_24_muscle
GSM3407591,PERT_MU_24h_1,Female,Pentavac SD,muscle,24,1,CB6F1,Pentavac SD_24_muscle
GSM3407592,PERT_MU_24h_2,Female,Pentavac SD,muscle,24,2,CB6F1,Pentavac SD_24_muscle
GSM3407593,PERT_MU_24h_3,Female,Pentavac SD,muscle,24,3,CB6F1,Pentavac SD_24_muscle
GSM3407594,PERT_MU_24h_4,Female,Pentavac SD,muscle,24,4,CB6F1,Pentavac SD_24_muscle
GSM3407595,PERT_MU_24h_5,Female,Pentavac SD,muscle,24,5,CB6F1,Pentavac SD_24_muscle
GSM3407596,PolyIC_MU_24h_1,Female,PolyIC,muscle,24,1,CB6F1,PolyIC_24_muscle
GSM3407597,PolyIC_MU_24h_2,Female,PolyIC,muscle,24,2,CB6F1,PolyIC_24_muscle
GSM3407598,PolyIC_MU_24h_3,Female,PolyIC,muscle,24,3,CB6F1,PolyIC_24_muscle
GSM3407599,PolyIC_MU_24h_4,Female,PolyIC,muscle,24,4,CB6F1,PolyIC_24_muscle
GSM3407600,PolyIC_MU_24h_5,Female,PolyIC,muscle,24,5,CB6F1,PolyIC_24_muscle
GSM3407601,SAL_MU_24h_1,Female,saline,muscle,24,1,CB6F1,saline_24_muscle
GSM3407602,SAL_MU_24h_2,Female,saline,muscle,24,2,CB6F1,saline_24_muscle
GSM3407603,SAL_MU_24h_3,Female,saline,muscle,24,3,CB6F1,saline_24_muscle
GSM3407604,SAL_MU_24h_4,Female,saline,muscle,24,4,CB6F1,saline_24_muscle
GSM3407605,SAL_MU_24h_5,Female,saline,muscle,24,5,CB6F1,saline_24_muscle
GSM3407606,TriFLU_MU_24h_1,Female,Agrippal,muscle,24,1,CB6F1,Agrippal_24_muscle
GSM3407607,TriFLU_MU_24h_2,Female,Agrippal,muscle,24,2,CB6F1,Agrippal_24_muscle
GSM3407608,TriFLU_MU_24h_3,Female,Agrippal,muscle,24,3,CB6F1,Agrippal_24_muscle
GSM3407609,TriFLU_MU_24h_4,Female,Agrippal,muscle,24,4,CB6F1,Agrippal_24_muscle
GSM3407610,TriFLU_MU_24h_5,Female,Agrippal,muscle,24,5,CB6F1,Agrippal_24_muscle
GSM3407611,TriFLU-MF59_MU_24h_1,Female,Fluad,muscle,24,1,CB6F1,Fluad_24_muscle
GSM3407612,TriFLU-MF59_MU_24h_2,Female,Fluad,muscle,24,2,CB6F1,Fluad_24_muscle
GSM3407613,TriFLU-MF59_MU_24h_3,Female,Fluad,muscle,24,3,CB6F1,Fluad_24_muscle
GSM3407614,TriFLU-MF59_MU_24h_4,Female,Fluad,muscle,24,4,CB6F1,Fluad_24_muscle
GSM3407615,TriFLU-MF59_MU_24h_5,Female,Fluad,muscle,24,5,CB6F1,Fluad_24_muscle
GSM3407616,ENG_BL_48h_1,Female,Engerix B,PBMC,48,1,CB6F1,Engerix B_48_PBMC
GSM3407617,ENG_BL_48h_2,Female,Engerix B,PBMC,48,2,CB6F1,Engerix B_48_PBMC
GSM3407618,ENG_BL_48h_3,Female,Engerix B,PBMC,48,3,CB6F1,Engerix B_48_PBMC
GSM3407619,ENG_BL_48h_4,Female,Engerix B,PBMC,48,4,CB6F1,Engerix B_48_PBMC
GSM3407620,ENG_BL_48h_5,Female,Engerix B,PBMC,48,5,CB6F1,Engerix B_48_PBMC
GSM3407621,IFA_BL_48h_1,Female,IFA,PBMC,48,1,CB6F1,IFA_48_PBMC
GSM3407622,IFA_BL_48h_2,Female,IFA,PBMC,48,2,CB6F1,IFA_48_PBMC
GSM3407623,IFA_BL_48h_3,Female,IFA,PBMC,48,3,CB6F1,IFA_48_PBMC
GSM3407624,IFA_BL_48h_4,Female,IFA,PBMC,48,4,CB6F1,IFA_48_PBMC
GSM3407625,IFA_BL_48h_5,Female,IFA,PBMC,48,5,CB6F1,IFA_48_PBMC
GSM3407626,LPS_BL_48h_1,Female,LPS,PBMC,48,1,CB6F1,LPS_48_PBMC
GSM3407627,LPS_BL_48h_2,Female,LPS,PBMC,48,2,CB6F1,LPS_48_PBMC
GSM3407628,LPS_BL_48h_3,Female,LPS,PBMC,48,3,CB6F1,LPS_48_PBMC
GSM3407629,LPS_BL_48h_4,Female,LPS,PBMC,48,4,CB6F1,LPS_48_PBMC
GSM3407630,PERT_BL_48h_1,Female,Pentavac SD,PBMC,48,1,CB6F1,Pentavac SD_48_PBMC
GSM3407631,PERT_BL_48h_2,Female,Pentavac SD,PBMC,48,2,CB6F1,Pentavac SD_48_PBMC
GSM3407632,PERT_BL_48h_3,Female,Pentavac SD,PBMC,48,3,CB6F1,Pentavac SD_48_PBMC
GSM3407633,PERT_BL_48h_4,Female,Pentavac SD,PBMC,48,4,CB6F1,Pentavac SD_48_PBMC
GSM3407634,PERT_BL_48h_5,Female,Pentavac SD,PBMC,48,5,CB6F1,Pentavac SD_48_PBMC
GSM3407635,PolyIC_BL_48h_1,Female,PolyIC,PBMC,48,1,CB6F1,PolyIC_48_PBMC
GSM3407636,PolyIC_BL_48h_2,Female,PolyIC,PBMC,48,2,CB6F1,PolyIC_48_PBMC
GSM3407637,PolyIC_BL_48h_3,Female,PolyIC,PBMC,48,3,CB6F1,PolyIC_48_PBMC
GSM3407638,PolyIC_BL_48h_4,Female,PolyIC,PBMC,48,4,CB6F1,PolyIC_48_PBMC
GSM3407639,PolyIC_BL_48h_5,Female,PolyIC,PBMC,48,5,CB6F1,PolyIC_48_PBMC
GSM3407640,SAL_BL_48h_1,Female,saline,PBMC,48,1,CB6F1,saline_48_PBMC
GSM3407641,SAL_BL_48h_2,Female,saline,PBMC,48,2,CB6F1,saline_48_PBMC
GSM3407642,SAL_BL_48h_3,Female,saline,PBMC,48,3,CB6F1,saline_48_PBMC
GSM3407643,SAL_BL_48h_4,Female,saline,PBMC,48,4,CB6F1,saline_48_PBMC
GSM3407644,SAL_BL_48h_5,Female,saline,PBMC,48,5,CB6F1,saline_48_PBMC
GSM3407645,TriFLU_BL_48h_1,Female,Agrippal,PBMC,48,1,CB6F1,Agrippal_48_PBMC
GSM3407646,TriFLU_BL_48h_2,Female,Agrippal,PBMC,48,2,CB6F1,Agrippal_48_PBMC
GSM3407647,TriFLU_BL_48h_3,Female,Agrippal,PBMC,48,3,CB6F1,Agrippal_48_PBMC
GSM3407648,TriFLU_BL_48h_4,Female,Agrippal,PBMC,48,4,CB6F1,Agrippal_48_PBMC
GSM3407649,TriFLU_BL_48h_5,Female,Agrippal,PBMC,48,5,CB6F1,Agrippal_48_PBMC
GSM3407650,TriFLU-MF59_BL_48h_1,Female,Fluad,PBMC,48,1,CB6F1,Fluad_48_PBMC
GSM3407651,TriFLU-MF59_BL_48h_2,Female,Fluad,PBMC,48,2,CB6F1,Fluad_48_PBMC
GSM3407652,TriFLU-MF59_BL_48h_3,Female,Fluad,PBMC,48,3,CB6F1,Fluad_48_PBMC
GSM3407653,TriFLU-MF59_BL_48h_4,Female,Fluad,PBMC,48,4,CB6F1,Fluad_48_PBMC
GSM3407654,TriFLU-MF59_BL_48h_5,Female,Fluad,PBMC,48,5,CB6F1,Fluad_48_PBMC
GSM3407655,ENG_MLN_48h_1,Female,Engerix B,draining medial iliac lymph nodes (MLN),48,1,CB6F1,Engerix B_48_draining medial iliac lymph nodes (MLN)
GSM3407656,ENG_MLN_48h_2,Female,Engerix B,draining medial iliac lymph nodes (MLN),48,2,CB6F1,Engerix B_48_draining medial iliac lymph nodes (MLN)
GSM3407657,ENG_MLN_48h_3,Female,Engerix B,draining medial iliac lymph nodes (MLN),48,3,CB6F1,Engerix B_48_draining medial iliac lymph nodes (MLN)
GSM3407658,ENG_MLN_48h_4,Female,Engerix B,draining medial iliac lymph nodes (MLN),48,4,CB6F1,Engerix B_48_draining medial iliac lymph nodes (MLN)
GSM3407659,ENG_MLN_48h_5,Female,Engerix B,draining medial iliac lymph nodes (MLN),48,5,CB6F1,Engerix B_48_draining medial iliac lymph nodes (MLN)
GSM3407660,IFA_MLN_48h_1,Female,IFA,draining medial iliac lymph nodes (MLN),48,1,CB6F1,IFA_48_draining medial iliac lymph nodes (MLN)
GSM3407661,IFA_MLN_48h_2,Female,IFA,draining medial iliac lymph nodes (MLN),48,2,CB6F1,IFA_48_draining medial iliac lymph nodes (MLN)
GSM3407662,IFA_MLN_48h_3,Female,IFA,draining medial iliac lymph nodes (MLN),48,3,CB6F1,IFA_48_draining medial iliac lymph nodes (MLN)
GSM3407663,IFA_MLN_48h_4,Female,IFA,draining medial iliac lymph nodes (MLN),48,4,CB6F1,IFA_48_draining medial iliac lymph nodes (MLN)
GSM3407664,IFA_MLN_48h_5,Female,IFA,draining medial iliac lymph nodes (MLN),48,5,CB6F1,IFA_48_draining medial iliac lymph nodes (MLN)
GSM3407665,LPS_MLN_48h_1,Female,LPS,draining medial iliac lymph nodes (MLN),48,1,CB6F1,LPS_48_draining medial iliac lymph nodes (MLN)
GSM3407666,LPS_MLN_48h_2,Female,LPS,draining medial iliac lymph nodes (MLN),48,2,CB6F1,LPS_48_draining medial iliac lymph nodes (MLN)
GSM3407667,LPS_MLN_48h_3,Female,LPS,draining medial iliac lymph nodes (MLN),48,3,CB6F1,LPS_48_draining medial iliac lymph nodes (MLN)
GSM3407668,LPS_MLN_48h_4,Female,LPS,draining medial iliac lymph nodes (MLN),48,4,CB6F1,LPS_48_draining medial iliac lymph nodes (MLN)
GSM3407669,LPS_MLN_48h_5,Female,LPS,draining medial iliac lymph nodes (MLN),48,5,CB6F1,LPS_48_draining medial iliac lymph nodes (MLN)
GSM3407670,PERT_MLN_48h_1,Female,Pentavac SD,draining medial iliac lymph nodes (MLN),48,1,CB6F1,Pentavac SD_48_draining medial iliac lymph nodes (MLN)
GSM3407671,PERT_MLN_48h_2,Female,Pentavac SD,draining medial iliac lymph nodes (MLN),48,2,CB6F1,Pentavac SD_48_draining medial iliac lymph nodes (MLN)
GSM3407672,PERT_MLN_48h_3,Female,Pentavac SD,draining medial iliac lymph nodes (MLN),48,3,CB6F1,Pentavac SD_48_draining medial iliac lymph nodes (MLN)
GSM3407673,PERT_MLN_48h_4,Female,Pentavac SD,draining medial iliac lymph nodes (MLN),48,4,CB6F1,Pentavac SD_48_draining medial iliac lymph nodes (MLN)
GSM3407674,PERT_MLN_48h_5,Female,Pentavac SD,draining medial iliac lymph nodes (MLN),48,5,CB6F1,Pentavac SD_48_draining medial iliac lymph nodes (MLN)
GSM3407675,PolyIC_MLN_48h_1,Female,PolyIC,draining medial iliac lymph nodes (MLN),48,1,CB6F1,PolyIC_48_draining medial iliac lymph nodes (MLN)
GSM3407676,PolyIC_MLN_48h_2,Female,PolyIC,draining medial iliac lymph nodes (MLN),48,2,CB6F1,PolyIC_48_draining medial iliac lymph nodes (MLN)
GSM3407677,PolyIC_MLN_48h_3,Female,PolyIC,draining medial iliac lymph nodes (MLN),48,3,CB6F1,PolyIC_48_draining medial iliac lymph nodes (MLN)
GSM3407678,PolyIC_MLN_48h_4,Female,PolyIC,draining medial iliac lymph nodes (MLN),48,4,CB6F1,PolyIC_48_draining medial iliac lymph nodes (MLN)
GSM3407679,PolyIC_MLN_48h_5,Female,PolyIC,draining medial iliac lymph nodes (MLN),48,5,CB6F1,PolyIC_48_draining medial iliac lymph nodes (MLN)
GSM3407680,SAL_MLN_48h_1,Female,saline,draining medial iliac lymph nodes (MLN),48,1,CB6F1,saline_48_draining medial iliac lymph nodes (MLN)
GSM3407681,SAL_MLN_48h_2,Female,saline,draining medial iliac lymph nodes (MLN),48,2,CB6F1,saline_48_draining medial iliac lymph nodes (MLN)
GSM3407682,SAL_MLN_48h_3,Female,saline,draining medial iliac lymph nodes (MLN),48,3,CB6F1,saline_48_draining medial iliac lymph nodes (MLN)
GSM3407683,SAL_MLN_48h_4,Female,saline,draining medial iliac lymph nodes (MLN),48,4,CB6F1,saline_48_draining medial iliac lymph nodes (MLN)
GSM3407684,SAL_MLN_48h_5,Female,saline,draining medial iliac lymph nodes (MLN),48,5,CB6F1,saline_48_draining medial iliac lymph nodes (MLN)
GSM3407685,TriFLU_MLN_48h_1,Female,Agrippal,draining medial iliac lymph nodes (MLN),48,1,CB6F1,Agrippal_48_draining medial iliac lymph nodes (MLN)
GSM3407686,TriFLU_MLN_48h_2,Female,Agrippal,draining medial iliac lymph nodes (MLN),48,2,CB6F1,Agrippal_48_draining medial iliac lymph nodes (MLN)
GSM3407687,TriFLU_MLN_48h_3,Female,Agrippal,draining medial iliac lymph nodes (MLN),48,3,CB6F1,Agrippal_48_draining medial iliac lymph nodes (MLN)
GSM3407688,TriFLU_MLN_48h_4,Female,Agrippal,draining medial iliac lymph nodes (MLN),48,4,CB6F1,Agrippal_48_draining medial iliac lymph nodes (MLN)
GSM3407689,TriFLU_MLN_48h_5,Female,Agrippal,draining medial iliac lymph nodes (MLN),48,5,CB6F1,Agrippal_48_draining medial iliac lymph nodes (MLN)
GSM3407690,TriFLU-MF59_MLN_48h_1,Female,Fluad,draining medial iliac lymph nodes (MLN),48,1,CB6F1,Fluad_48_draining medial iliac lymph nodes (MLN)
GSM3407691,TriFLU-MF59_MLN_48h_2,Female,Fluad,draining medial iliac lymph nodes (MLN),48,2,CB6F1,Fluad_48_draining medial iliac lymph nodes (MLN)
GSM3407692,TriFLU-MF59_MLN_48h_3,Female,Fluad,draining medial iliac lymph nodes (MLN),48,3,CB6F1,Fluad_48_draining medial iliac lymph nodes (MLN)
GSM3407693,TriFLU-MF59_MLN_48h_4,Female,Fluad,draining medial iliac lymph nodes (MLN),48,4,CB6F1,Fluad_48_draining medial iliac lymph nodes (MLN)
GSM3407694,TriFLU-MF59_MLN_48h_5,Female,Fluad,draining medial iliac lymph nodes (MLN),48,5,CB6F1,Fluad_48_draining medial iliac lymph nodes (MLN)
GSM3407695,ENG_MU_48h_1,Female,Engerix B,muscle,48,1,CB6F1,Engerix B_48_muscle
GSM3407696,ENG_MU_48h_2,Female,Engerix B,muscle,48,2,CB6F1,Engerix B_48_muscle
GSM3407697,ENG_MU_48h_3,Female,Engerix B,muscle,48,3,CB6F1,Engerix B_48_muscle
GSM3407698,ENG_MU_48h_4,Female,Engerix B,muscle,48,4,CB6F1,Engerix B_48_muscle
GSM3407699,ENG_MU_48h_5,Female,Engerix B,muscle,48,5,CB6F1,Engerix B_48_muscle
GSM3407700,IFA_MU_48h_1,Female,IFA,muscle,48,1,CB6F1,IFA_48_muscle
GSM3407701,IFA_MU_48h_2,Female,IFA,muscle,48,2,CB6F1,IFA_48_muscle
GSM3407702,IFA_MU_48h_3,Female,IFA,muscle,48,3,CB6F1,IFA_48_muscle
GSM3407703,IFA_MU_48h_4,Female,IFA,muscle,48,4,CB6F1,IFA_48_muscle
GSM3407704,IFA_MU_48h_5,Female,IFA,muscle,48,5,CB6F1,IFA_48_muscle
GSM3407705,LPS_MU_48h_1,Female,LPS,muscle,48,1,CB6F1,LPS_48_muscle
GSM3407706,LPS_MU_48h_2,Female,LPS,muscle,48,2,CB6F1,LPS_48_muscle
GSM3407707,LPS_MU_48h_3,Female,LPS,muscle,48,3,CB6F1,LPS_48_muscle
GSM3407708,LPS_MU_48h_4,Female,LPS,muscle,48,4,CB6F1,LPS_48_muscle
GSM3407709,LPS_MU_48h_5,Female,LPS,muscle,48,5,CB6F1,LPS_48_muscle
GSM3407710,PERT_MU_48h_1,Female,Pentavac SD,muscle,48,1,CB6F1,Pentavac SD_48_muscle
GSM3407711,PERT_MU_48h_2,Female,Pentavac SD,muscle,48,2,CB6F1,Pentavac SD_48_muscle
GSM3407712,PERT_MU_48h_3,Female,Pentavac SD,muscle,48,3,CB6F1,Pentavac SD_48_muscle
GSM3407713,PERT_MU_48h_4,Female,Pentavac SD,muscle,48,4,CB6F1,Pentavac SD_48_muscle
GSM3407714,PERT_MU_48h_5,Female,Pentavac SD,muscle,48,5,CB6F1,Pentavac SD_48_muscle
GSM3407715,PolyIC_MU_48h_1,Female,PolyIC,muscle,48,1,CB6F1,PolyIC_48_muscle
GSM3407716,PolyIC_MU_48h_2,Female,PolyIC,muscle,48,2,CB6F1,PolyIC_48_muscle
GSM3407717,PolyIC_MU_48h_3,Female,PolyIC,muscle,48,3,CB6F1,PolyIC_48_muscle
GSM3407718,PolyIC_MU_48h_4,Female,PolyIC,muscle,48,4,CB6F1,PolyIC_48_muscle
GSM3407719,PolyIC_MU_48h_5,Female,PolyIC,muscle,48,5,CB6F1,PolyIC_48_muscle
GSM3407720,SAL_MU_48h_1,Female,saline,muscle,48,1,CB6F1,saline_48_muscle
GSM3407721,SAL_MU_48h_2,Female,saline,muscle,48,2,CB6F1,saline_48_muscle
GSM3407722,SAL_MU_48h_3,Female,saline,muscle,48,3,CB6F1,saline_48_muscle
GSM3407723,SAL_MU_48h_4,Female,saline,muscle,48,4,CB6F1,saline_48_muscle
GSM3407724,SAL_MU_48h_5,Female,saline,muscle,48,5,CB6F1,saline_48_muscle
GSM3407725,TriFLU_MU_48h_1,Female,Agrippal,muscle,48,1,CB6F1,Agrippal_48_muscle
GSM3407726,TriFLU_MU_48h_2,Female,Agrippal,muscle,48,2,CB6F1,Agrippal_48_muscle
GSM3407727,TriFLU_MU_48h_3,Female,Agrippal,muscle,48,3,CB6F1,Agrippal_48_muscle
GSM3407728,TriFLU_MU_48h_4,Female,Agrippal,muscle,48,4,CB6F1,Agrippal_48_muscle
GSM3407729,TriFLU_MU_48h_5,Female,Agrippal,muscle,48,5,CB6F1,Agrippal_48_muscle
GSM3407730,TriFLU-MF59_MU_48h_1,Female,Fluad,muscle,48,1,CB6F1,Fluad_48_muscle
GSM3407731,TriFLU-MF59_MU_48h_2,Female,Fluad,muscle,48,2,CB6F1,Fluad_48_muscle
GSM3407732,TriFLU-MF59_MU_48h_3,Female,Fluad,muscle,48,3,CB6F1,Fluad_48_muscle
GSM3407733,TriFLU-MF59_MU_48h_4,Female,Fluad,muscle,48,4,CB6F1,Fluad_48_muscle
GSM3407734,TriFLU-MF59_MU_48h_5,Female,Fluad,muscle,48,5,CB6F1,Fluad_48_muscle
GSM3407735,ENG_BL_72h_1,Female,Engerix B,PBMC,72,1,CB6F1,Engerix B_72_PBMC
GSM3407736,ENG_BL_72h_2,Female,Engerix B,PBMC,72,2,CB6F1,Engerix B_72_PBMC
GSM3407737,ENG_BL_72h_3,Female,Engerix B,PBMC,72,3,CB6F1,Engerix B_72_PBMC
GSM3407738,ENG_BL_72h_4,Female,Engerix B,PBMC,72,4,CB6F1,Engerix B_72_PBMC
GSM3407739,ENG_BL_72h_5,Female,Engerix B,PBMC,72,5,CB6F1,Engerix B_72_PBMC
GSM3407740,IFA_BL_72h_1,Female,IFA,PBMC,72,1,CB6F1,IFA_72_PBMC
GSM3407741,IFA_BL_72h_2,Female,IFA,PBMC,72,2,CB6F1,IFA_72_PBMC
GSM3407742,IFA_BL_72h_3,Female,IFA,PBMC,72,3,CB6F1,IFA_72_PBMC
GSM3407743,IFA_BL_72h_4,Female,IFA,PBMC,72,4,CB6F1,IFA_72_PBMC
GSM3407744,IFA_BL_72h_5,Female,IFA,PBMC,72,5,CB6F1,IFA_72_PBMC
GSM3407745,LPS_BL_72h_1,Female,LPS,PBMC,72,1,CB6F1,LPS_72_PBMC
GSM3407746,LPS_BL_72h_2,Female,LPS,PBMC,72,2,CB6F1,LPS_72_PBMC
GSM3407747,LPS_BL_72h_3,Female,LPS,PBMC,72,3,CB6F1,LPS_72_PBMC
GSM3407748,LPS_BL_72h_4,Female,LPS,PBMC,72,4,CB6F1,LPS_72_PBMC
GSM3407749,LPS_BL_72h_5,Female,LPS,PBMC,72,5,CB6F1,LPS_72_PBMC
GSM3407750,PERT_BL_72h_1,Female,Pentavac SD,PBMC,72,1,CB6F1,Pentavac SD_72_PBMC
GSM3407751,PERT_BL_72h_2,Female,Pentavac SD,PBMC,72,2,CB6F1,Pentavac SD_72_PBMC
GSM3407752,PERT_BL_72h_3,Female,Pentavac SD,PBMC,72,3,CB6F1,Pentavac SD_72_PBMC
GSM3407753,PERT_BL_72h_4,Female,Pentavac SD,PBMC,72,4,CB6F1,Pentavac SD_72_PBMC
GSM3407754,PERT_BL_72h_5,Female,Pentavac SD,PBMC,72,5,CB6F1,Pentavac SD_72_PBMC
GSM3407755,PolyIC_BL_72h_1,Female,PolyIC,PBMC,72,1,CB6F1,PolyIC_72_PBMC
GSM3407756,PolyIC_BL_72h_2,Female,PolyIC,PBMC,72,2,CB6F1,PolyIC_72_PBMC
GSM3407757,PolyIC_BL_72h_3,Female,PolyIC,PBMC,72,3,CB6F1,PolyIC_72_PBMC
GSM3407758,PolyIC_BL_72h_4,Female,PolyIC,PBMC,72,4,CB6F1,PolyIC_72_PBMC
GSM3407759,PolyIC_BL_72h_5,Female,PolyIC,PBMC,72,5,CB6F1,PolyIC_72_PBMC
GSM3407760,SAL_BL_72h_1,Female,saline,PBMC,72,1,CB6F1,saline_72_PBMC
GSM3407761,SAL_BL_72h_2,Female,saline,PBMC,72,2,CB6F1,saline_72_PBMC
GSM3407762,SAL_BL_72h_3,Female,saline,PBMC,72,3,CB6F1,saline_72_PBMC
GSM3407763,SAL_BL_72h_4,Female,saline,PBMC,72,4,CB6F1,saline_72_PBMC
GSM3407764,SAL_BL_72h_5,Female,saline,PBMC,72,5,CB6F1,saline_72_PBMC
GSM3407765,TriFLU_BL_72h_1,Female,Agrippal,PBMC,72,1,CB6F1,Agrippal_72_PBMC
GSM3407766,TriFLU_BL_72h_2,Female,Agrippal,PBMC,72,2,CB6F1,Agrippal_72_PBMC
GSM3407767,TriFLU_BL_72h_3,Female,Agrippal,PBMC,72,3,CB6F1,Agrippal_72_PBMC
GSM3407768,TriFLU_BL_72h_4,Female,Agrippal,PBMC,72,4,CB6F1,Agrippal_72_PBMC
GSM3407769,TriFLU_BL_72h_5,Female,Agrippal,PBMC,72,5,CB6F1,Agrippal_72_PBMC
GSM3407770,TriFLU-MF59_BL_72h_1,Female,Fluad,PBMC,72,1,CB6F1,Fluad_72_PBMC
GSM3407771,TriFLU-MF59_BL_72h_2,Female,Fluad,PBMC,72,2,CB6F1,Fluad_72_PBMC
GSM3407772,TriFLU-MF59_BL_72h_3,Female,Fluad,PBMC,72,3,CB6F1,Fluad_72_PBMC
GSM3407773,TriFLU-MF59_BL_72h_4,Female,Fluad,PBMC,72,4,CB6F1,Fluad_72_PBMC
GSM3407774,TriFLU-MF59_BL_72h_5,Female,Fluad,PBMC,72,5,CB6F1,Fluad_72_PBMC
GSM3407775,ENG_MLN_72h_1,Female,Engerix B,draining medial iliac lymph nodes (MLN),72,1,CB6F1,Engerix B_72_draining medial iliac lymph nodes (MLN)
GSM3407776,ENG_MLN_72h_2,Female,Engerix B,draining medial iliac lymph nodes (MLN),72,2,CB6F1,Engerix B_72_draining medial iliac lymph nodes (MLN)
GSM3407777,ENG_MLN_72h_3,Female,Engerix B,draining medial iliac lymph nodes (MLN),72,3,CB6F1,Engerix B_72_draining medial iliac lymph nodes (MLN)
GSM3407778,ENG_MLN_72h_4,Female,Engerix B,draining medial iliac lymph nodes (MLN),72,4,CB6F1,Engerix B_72_draining medial iliac lymph nodes (MLN)
GSM3407779,ENG_MLN_72h_5,Female,Engerix B,draining medial iliac lymph nodes (MLN),72,5,CB6F1,Engerix B_72_draining medial iliac lymph nodes (MLN)
GSM3407780,IFA_MLN_72h_1,Female,IFA,draining medial iliac lymph nodes (MLN),72,1,CB6F1,IFA_72_draining medial iliac lymph nodes (MLN)
GSM3407781,IFA_MLN_72h_2,Female,IFA,draining medial iliac lymph nodes (MLN),72,2,CB6F1,IFA_72_draining medial iliac lymph nodes (MLN)
GSM3407782,IFA_MLN_72h_3,Female,IFA,draining medial iliac lymph nodes (MLN),72,3,CB6F1,IFA_72_draining medial iliac lymph nodes (MLN)
GSM3407783,IFA_MLN_72h_4,Female,IFA,draining medial iliac lymph nodes (MLN),72,4,CB6F1,IFA_72_draining medial iliac lymph nodes (MLN)
