Accession,Title,Technology,Taxonomy,Data Rows,Samples Count,Series Count,Contact,Release Date
GPL25024,"Proteomic Comparison Of ES8 xenografts treated with OMTX003, OMTX703 or control vehicle","spotted peptide or protein","Homo sapiens",246,39,1,"Joseph A. Ludwig","Dec 31, 2018"
GPL24311,"Agilent-078640 Human Custom aCGH_14 Settembre 2015 G4126A [ProbeName version, hg19]","in situ oligonucleotide","Homo sapiens",57076,92,2,"Sebastiano Cavallaro","Dec 30, 2018"
GPL24444,"Agilent  Human Gene Expression  8x60k Array AMADID: 072363 (GeneName version)","in situ oligonucleotide","Homo sapiens",43315,14,2,"Genotypic technology","Dec 30, 2018"
GPL23391,"Infinium Global Screening Array","oligonucleotide beads","Homo sapiens",700078,1779,10,"Justin C St. John","Dec 26, 2018"
GPL24967,"Agilent-038169 human miRNA","in situ oligonucleotide","Homo sapiens",1908,40,1,"Jing Wen","Dec 26, 2018"
GPL24626,"[HuGene-2_1-st] Affymetrix Human Gene 2.1 ST Array [HuGene-2_1-st_byTranscript-fsetid_pd.hugene.2.1.st  version]","in situ oligonucleotide","Homo sapiens",23786,6,1,"Rune Matthiesen","Dec 24, 2018"
GPL23111,"MRA-1001LCB miRHuman 20","in situ oligonucleotide","Homo sapiens",2555,12,1,"Chenrong Wang","Dec 23, 2018"
GPL25700,"Health Canada/Genomics Lab TGx-DDI human qPCR array","RT-PCR","Homo sapiens",61,76,1,"Eunnara Cho","Dec 21, 2018"
GPL25961,"Agilent-074348 Human (4*180K) LncRNA array (V6.0) [Feature Number Version]","in situ oligonucleotide","Homo sapiens",180880,6,1,"Wang Yi","Dec 20, 2018"
GPL25940,"Agilent-085106 PBM array","in situ oligonucleotide","Homo sapiens",0,4,2,"Trevor Siggers","Dec 18, 2018"
GPL25941,"Agilent-085624 PBM array","in situ oligonucleotide","Homo sapiens",0,13,2,"Trevor Siggers","Dec 18, 2018"
GPL25948,"Agilent-026652 Whole Human Genome Microarray 4x44K v2 (Gene Name version)","in situ oligonucleotide","Homo sapiens",21754,0,0,"GEO admin","Dec 18, 2018"
GPL25943,"Illumina Genome Analyzer (Homo sapiens; Klebsiella pneumoniae)","high-throughput sequencing","Homo sapiens;Klebsiella pneumoniae",0,5,1,"GEO","Dec 17, 2018"
GPL24170,"Agilent-044312 Human 8x60K Custom Exon array (Probe Name version)","in situ oligonucleotide","Homo sapiens",34487,60,1,"Mikael Marttinen","Dec 16, 2018"
GPL25934,"UCSF human Research Genetics clones array","spotted DNA/cDNA","Homo sapiens",10368,0,0,"David Venet","Dec 14, 2018"
GPL25924,"Infinium OmniExpress-24v1-2_A1","oligonucleotide beads","Homo sapiens",713599,24,1,"Roberto Henrique Nussenzveig","Dec 13, 2018"
GPL25714,"Nanostring pancancer","other","Homo sapiens",784,12,1,"james w hodge","Dec 11, 2018"
GPL25904,"Illumina HiSeq 4000 (Homo sapiens; Neisseria gonorrhoeae)","high-throughput sequencing","Homo sapiens;Neisseria gonorrhoeae",0,109,1,"GEO","Dec 06, 2018"
GPL25879,"Illumina MiSeq (Homo sapiens; Human bocavirus)","high-throughput sequencing","Homo sapiens;Human bocavirus",0,3,1,"GEO","Dec 03, 2018"
GPL25865,"Exiqon miRCURY LNA microRNA array; 7th generation; batch 208500-2, 208510; lot 35005 human & related vira (miRBase 18.0)","spotted oligonucleotide","Homo sapiens",3544,3,1,"GEO admin","Nov 29, 2018"
GPL25834,"Applied Biosystems ViiA 7 System","RT-PCR","Homo sapiens",0,8,2,"Julie Anne Eggenberger","Nov 22, 2018"
GPL23507,"NanoString nCounter Human miRNA Expression Assay, V3A","other","Homo sapiens",798,32,3,"Francesco Bertoni","Nov 21, 2018"
GPL23952,"NimbleGen Human CGH 385K Whole-Genome Tiling Array [080101_HG18_WG_CGH_v1_X1]","in situ oligonucleotide","Homo sapiens",0,86,2,"yi-chiung hsu","Nov 17, 2018"
GPL24252,"Illumina HumanHT-12 V4.0 expression beadchip [Entrez_Gene_ID-level]","oligonucleotide beads","Homo sapiens",33863,4,1,"madavan vasudevan","Nov 09, 2018"
GPL24267,"[PrimeView] Affymetrix Human Gene Expression Array [Entrez Gene-level]","in situ oligonucleotide","Homo sapiens",19747,6,1,"madavan vasudevan","Nov 09, 2018"
GPL24440,"TWMU array 3","spotted oligonucleotide","Homo sapiens",203,7,1,"kayoko Kawaguchi","Nov 06, 2018"
GPL25758,"Agilent-085775 Arraystar Human circRNA Epitranscriptomic microarray","in situ oligonucleotide","Homo sapiens",13748,69,8,"Panos Pan","Nov 02, 2018"
GPL25759,"Agilent-085753 Arraystar Human Epitranscriptomic microarray","in situ oligonucleotide","Homo sapiens",60791,259,30,"Panos Pan","Nov 02, 2018"
GPL25635,"ORB MiRBase 19 Multispecies MicroRNA Microarray","spotted oligonucleotide","Homo sapiens;Macaca mulatta;Mus musculus;Rattus norvegicus",660,12,1,"Faoud T Ishmael","Nov 01, 2018"
GPL25747,"Agilent-069100 HBOC-2 G4126A 8×60k array","in situ oligonucleotide","Homo sapiens",62848,237,1,"Doris Steinemann","Oct 31, 2018"
GPL25750,"Illumina HiSeq 2500 (Homo sapiens; Human betaherpesvirus 6A)","high-throughput sequencing","Homo sapiens;Human betaherpesvirus 6A",0,18,3,"GEO","Oct 30, 2018"
GPL25751,"Illumina HiSeq 2000 (Homo sapiens; Human betaherpesvirus 6A)","high-throughput sequencing","Homo sapiens;Human betaherpesvirus 6A",0,13,3,"GEO","Oct 30, 2018"
GPL25734,"[HuEx-1_0-st] Affymetrix Human Exon 1.0 ST Array [CDF: Brainarray V 18, huex10st_Hs_ENTREZG_18.0.0]","in situ oligonucleotide","Homo sapiens",24681,58,1,"GEO admin","Oct 29, 2018"
GPL25740,"[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array [CDF: Brainarray HGU133Plus2_Hs_ENTREZG_v22]","in situ oligonucleotide","Homo sapiens",20352,97,4,"GEO admin","Oct 29, 2018"
GPL25741,"[HTA-2_0] Affymetrix Human Transcriptome Array 2.0 [CDF: hta20_Hs_ENTREZG, Brainarray version 18.0.0]","in situ oligonucleotide","Homo sapiens",26194,6,2,"GEO admin","Oct 29, 2018"
GPL25722,"Onco_Agena","RT-PCR","Homo sapiens",60,553,1,"Helena Vazao","Oct 26, 2018"
GPL25719,"Illumina HiSeq 4000 (Homo sapiens; Human gammaherpesvirus 8)","high-throughput sequencing","Homo sapiens;Human gammaherpesvirus 8",0,79,9,"GEO","Oct 24, 2018"
GPL25696,"430 miRNA panel_AppliedBiosystems","RT-PCR","Homo sapiens",344,117,1,"Katleen De Preter","Oct 20, 2018"
GPL25684,"Agilent-032034 VPC Human 180K v3 (Ensembl 77 / Gencode 21 / GRCh38 annotation)","in situ oligonucleotide","Homo sapiens",175281,49,5,"Colleen Nelson","Oct 18, 2018"
GPL25685,"[HuEx-1_0-st] Affymetrix Human Exon 1.0 ST Array [CDF: Brainarray V 19, huex10st_Hs_ENTREZG_19.0.0]","in situ oligonucleotide","Homo sapiens",25366,0,0,"GEO admin","Oct 17, 2018"
GPL25672,"Qiagen miRNA MiScript SYBER Green human breast cancer miRNA PCR assay panel","RT-PCR","Homo sapiens",96,6,1,"Yuko Tsunoda","Oct 13, 2018"
GPL25243,"NanoString nCounter miRNA Expression Panel","other","Homo sapiens",828,319,7,"Yuanqing Ye","Oct 04, 2018"
GPL25643,"Illumina HiSeq 2500 (Canis lupus familiaris; Homo sapiens; Influenza A virus (A/WSN/1933(H1N1)))","high-throughput sequencing","Canis lupus familiaris;Homo sapiens;Influenza A virus (A/WSN/1933(H1N1))",0,3,2,"GEO","Oct 04, 2018"
GPL25636,"[HuGene-2_0-st] Affymetrix Human Gene 2.0 ST Array [Brainarray CustomCDF hugene21st_Hs_ENSG v21]","in situ oligonucleotide","Homo sapiens",31531,4,1,"GEO admin","Oct 03, 2018"
GPL22654,"[HuGene-1_1-st] Affymetrix Human Gene 1.1 ST array [HuGene11stv1_Hs_ENTREZG version 15.1.0]","in situ oligonucleotide","Homo sapiens",19682,33,1,"Peter van Baarlen","Sep 30, 2018"
GPL25481,"NanoString nCounter Human miRNA Expression Assay v2 for OSKM induced TIG-1 fibroblasts","in situ oligonucleotide","Homo sapiens",828,8,1,"Satoshi Gojo","Sep 30, 2018"
GPL22505,"Custom Fluidigm array with genes related to Celiac Disease (part 1)","RT-PCR","Homo sapiens",23,45,2,"Jose Ramon Bilbao","Sep 28, 2018"
GPL22506,"Custom Fluidigm array with genes related to Celiac Disease (part 2)","RT-PCR","Homo sapiens",24,45,2,"Jose Ramon Bilbao","Sep 28, 2018"
GPL22507,"Custom Fluidigm array with genes related to Celiac Disease (part 3)","RT-PCR","Homo sapiens",24,47,2,"Jose Ramon Bilbao","Sep 28, 2018"
GPL22508,"Custom Fluidigm array with genes related to Celiac Disease (part 4)","RT-PCR","Homo sapiens",40,47,2,"Jose Ramon Bilbao","Sep 28, 2018"
GPL25625,"Illumina HiSeq 2500 (Danio rerio; Homo sapiens)","high-throughput sequencing","Danio rerio;Homo sapiens",0,5,2,"GEO","Sep 28, 2018"
GPL25586,"Exiqon miRCURY LNA microRNA array; 7th generation REV - hsa, mmu & rno; batch 208520-22; lot 35102-35102 (miRBase 18.0)","spotted oligonucleotide","Homo sapiens",3520,24,1,"Xiao-yan dong","Sep 20, 2018"
GPL25584,"Illumina NextSeq 500 (Homo sapiens; Rattus norvegicus)","high-throughput sequencing","Homo sapiens;Rattus norvegicus",0,25,6,"GEO","Sep 17, 2018"
GPL25577,"[HG-U133A_2] Affymetrix Human Genome U133A Array (HGU133A2 Hs ENTREZG 21.0.0)","in situ oligonucleotide","Homo sapiens",12264,49,2,"GEO admin","Sep 13, 2018"
GPL25533,"NanoString nCounter human Gene Expression Custom CodeSet","other","Homo sapiens",30,96,1,"Cliona McHale","Sep 06, 2018"
GPL25540,"Illumina NextSeq 500 (Homo sapiens; Shigella flexneri 2a str. 2457T)","high-throughput sequencing","Homo sapiens;Shigella flexneri 2a str. 2457T",0,2,1,"GEO","Sep 06, 2018"
GPL24082,"[HTA-2_0] Affymetrix Human Transcriptome Array 2.0 [Probesets grouped with EventPointer Bioconductor Version]","in situ oligonucleotide","Homo sapiens",292446,30,2,"Juan Pablo Romero","Sep 05, 2018"
GPL25526,"Illumina NovaSeq 6000 (Homo sapiens; Mus musculus)","high-throughput sequencing","Homo sapiens;Mus musculus",0,730,119,"GEO","Sep 04, 2018"
GPL25513,"ZYU Human cells 4v1.0","spotted oligonucleotide","Homo sapiens",2570,4,1,"Kunming Wen","Aug 31, 2018"
GPL25496,"Illumina NextSeq 500 (Bos taurus; Homo sapiens; Rattus norvegicus)","high-throughput sequencing","Bos taurus;Homo sapiens;Rattus norvegicus",0,3,1,"GEO","Aug 27, 2018"
GPL25448,"Agilent-040150 EMBL_rel18_30rep 031181","in situ oligonucleotide","Homo sapiens",62976,8,1,"Jan Provaznik","Aug 25, 2018"
GPL25488,"NanoString nCounter Dx Human Stem Cell Panel","other","Homo sapiens",213,12,1,"Berit Genz","Aug 25, 2018"
GPL24969,"Agilent-067559 GenetiSure Pre-Screen Array 8x60K  G5965A","in situ oligonucleotide","Homo sapiens",62976,2,1,"Ching-Fei Li","Aug 24, 2018"
GPL25484,"Human Angiogenesis Array G1000","antibody","Homo sapiens",43,1,1,"Ahmed Majeed Al-Shammari","Aug 24, 2018"
GPL25487,"[PrimeView] Affymetrix Human Gene Expression Array [Brainarray ENTREZG Version 22]","in situ oligonucleotide","Homo sapiens",18635,297,2,"GEO admin","Aug 23, 2018"
GPL25480,"Genometry L1000™ Expression Profiling","oligonucleotide beads","Homo sapiens",22268,6538,18,"Justin Lamb","Aug 22, 2018"
GPL25471,"Human 50-mer oligo library from MWGBiotech Oligo Sets","spotted oligonucleotide","Homo sapiens",20160,3,2,"Verónica Vallejo-Ruiz","Aug 21, 2018"
GPL25466,"Illumina HiSeq 2500 (Homo sapiens; Influenza A virus (A/Puerto Rico/8/1934(H1N1)))","high-throughput sequencing","Homo sapiens;Influenza A virus (A/Puerto Rico/8/1934(H1N1))",0,7,1,"GEO","Aug 20, 2018"
GPL25467,"Illumina NextSeq 500 (Homo sapiens; Influenza A virus (A/Puerto Rico/8/1934(H1N1)))","high-throughput sequencing","Homo sapiens;Influenza A virus (A/Puerto Rico/8/1934(H1N1))",0,15,1,"GEO","Aug 20, 2018"
GPL25476,"Illumina HiSeq 4000 (Drosophila melanogaster; Homo sapiens)","high-throughput sequencing","Drosophila melanogaster;Homo sapiens",0,8,2,"GEO","Aug 20, 2018"
GPL23032,"Agilent-033621 Oryzon_Human_Expression_WGA_eArrayN6_2x105K_Control Grid IS-105072-2-V1_105K_GX_EQC_V20060608","in situ oligonucleotide","Homo sapiens",25845,54,1,"Tamara Maes","Aug 19, 2018"
GPL25431,"Illumina HiSeq 4000 (Homo sapiens; Mus musculus)","high-throughput sequencing","Homo sapiens;Mus musculus",0,223,31,"GEO","Aug 06, 2018"
GPL22201,"Illumina HumanImmuno v 1.0 BeadChip","oligonucleotide beads","Homo sapiens",196524,48,2,"Jose Ramon Bilbao","Jul 31, 2018"
GPL24047,"[HTA-2_0] Affymetrix Human Transcriptome Array 2.0 [CDF:  Muscle_genome-build-id_ENST_binary]","in situ oligonucleotide","Homo sapiens",164994,797,4,"James Timmons","Jul 30, 2018"
GPL25389,"NanoString Human Immunology Panel","other","Homo sapiens",608,46,2,"Steven K Lundy","Jul 28, 2018"
GPL25381,"[HuGene-2_0-st] Affymetrix Human Gene 2.0 ST Array [HuGene20stv1_Hs_ENTREZG_21.0.0]","in situ oligonucleotide","Homo sapiens",29536,102,7,"GEO admin","Jul 26, 2018"
GPL24605,"Conventional RT-PCR Array","RT-PCR","Homo sapiens",20,12,2,"Jonathan Baio","Jul 25, 2018"
GPL24606,"Qiagen RT² Profiler Custom PCR Array CLAH22469A","RT-PCR","Homo sapiens",96,12,2,"Jonathan Baio","Jul 25, 2018"
GPL24607,"Qiagen Human Development and Differentiation-Focused miScript miRNA PCR Arrays","RT-PCR","Homo sapiens",96,12,2,"Jonathan Baio","Jul 25, 2018"
GPL25371,"[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array [CDF: Brainarray HGU133Plus2_Hs_ENSG_22]","in situ oligonucleotide","Homo sapiens",20056,31,4,"GEO admin","Jul 24, 2018"
GPL25373,"[HT_HG-U133_Plus_PM] Affymetrix HT HG-U133+ PM Array Plate [CDF: HTHGU133PlusPM_Hs_ENTREZG_20]","in situ oligonucleotide","Homo sapiens",19276,343,2,"GEO admin","Jul 24, 2018"
GPL24395,"Illumina HumanCore-24v1-0 SNP array","oligonucleotide beads","Homo sapiens",306670,4,1,"Hirokazu Usui","Jul 22, 2018"
GPL25361,"[Clariom_S_Human_HT] Affymetrix Clariom S Pico Assay HT [hta20_Hs_ENTREZG]","in situ oligonucleotide","Homo sapiens",32500,0,0,"GEO admin","Jul 21, 2018"
GPL25348,"Illumina HiSeq 2500 (Homo sapiens; Human alphaherpesvirus 1 strain KOS)","high-throughput sequencing","Homo sapiens;Human alphaherpesvirus 1 strain KOS",0,15,1,"GEO","Jul 18, 2018"
GPL25336,"[Clariom_S_Human_HT] Affymetrix Clariom S Pico Assay HT [clariomshumanhthsentrezgprobe_22.0.0]","in situ oligonucleotide","Homo sapiens",18635,375,3,"GEO admin","Jul 17, 2018"
GPL17471,"080125_Majewski_HG18chr13q14","in situ oligonucleotide","Homo sapiens",385012,40,1,"Bogdan Czerniak","Jul 16, 2018"
GPL25327,"Exiqon Human miRCURY LNA Universal RT miRNA PCR Human Serum/Plasma focus panel (V3.0)","RT-PCR","Homo sapiens",180,55,2,"GEO admin","Jul 13, 2018"
GPL25318,"[ADXPCv1a520642] Almac Diagnostics Prostate Disease Specific Array (DSA)","in situ oligonucleotide","Homo sapiens",121563,248,1,"Suneil Jain","Jul 12, 2018"
GPL25262,"nCounter pancancer-immune-profiling-panel","other","Homo sapiens",784,37,3,"Meiyun Fan","Jul 03, 2018"
GPL25261,"Agilent-072363 SurePrint G3 Human GE v3 8x60K Microarray 039494 [Gene Name Version]","in situ oligonucleotide","Homo sapiens",43315,62,9,"GEO admin","Jul 02, 2018"
GPL24000,"Custom Nanostring nCounter human radiosensitivity assay with standard XT-formulation","other","Homo sapiens",262,336,2,"Martin Sjöström","Jul 01, 2018"
GPL23578,"Ca_Hu_MiRNome_v1","spotted oligonucleotide","Homo sapiens",582,6,1,"Jung Woo Eun","Jun 30, 2018"
GPL23825,"Exiqon microRNA Ready-to-Use PCR Human panel I+II","RT-PCR","Homo sapiens",739,30,1,"Wojciech Fendler","Jun 30, 2018"
GPL25201,"InfiniumOmni2-5Exome-8v1-3_A1","oligonucleotide beads","Homo sapiens",0,58,5,"GEO admin","Jun 19, 2018"
GPL25195,"Cytoskeletal Cilia","RT-PCR","Homo sapiens",31,3,1,"Sharon Gerecht","Jun 16, 2018"
GPL25166,"SABiosciences RT² Profiler PCR Array Human Human Cytokines & Chemokines [PAHS-150Z]","RT-PCR","Homo sapiens",96,3,1,"Farzam Vaziri","Jun 11, 2018"
GPL25157,"Mesenchymal stem cells (SAB Target List) H96 Predesigned 96-well panel for use with SYBR® Green","RT-PCR","Homo sapiens",91,13,1,"Steffi Matthyssen","Jun 08, 2018"
GPL25161,"Illumina HiSeq 2500 (Homo sapiens; Human betaherpesvirus 6B)","high-throughput sequencing","Homo sapiens;Human betaherpesvirus 6B",0,5,1,"GEO","Jun 08, 2018"
GPL21987,"LC Sciences MRA-1001LCB_miRHuman_20","in situ oligonucleotide","Homo sapiens",2555,8,1,"Xuemin Niu","Jun 07, 2018"
GPL25151,"Exiqon miRCURY LNA Universal RT microRNA PCR","RT-PCR","Homo sapiens",0,136,1,"Karina Dalsgaard Sørensen","Jun 07, 2018"
GPL24915,"[HT_HG-U133_Plus_PM] Affymetrix HT HG-U133+ PM Array Plate (custom CDF)","in situ oligonucleotide","Homo sapiens",54193,27,1,"Henk van Ooijen","Jun 05, 2018"
GPL24507,"[HuGene-2_0-st] Affymetrix Human Gene 2.0 ST Array [lncRNAs hugene21st_Hs_ENSG]","in situ oligonucleotide","Homo sapiens",10138,34,1,"Luca Agnelli","Jun 04, 2018"
GPL24205,"Agilent-040143 human EPI_Hs_8X60_3P_004_GEO_array","in situ oligonucleotide","Homo sapiens",30229,162,2,"Janina Reeder","Jun 04, 2018"
GPL23345,"Lewis-Sigler Institute Homo sapiens 44.5K [HOAL]","spotted DNA/cDNA","Homo sapiens",44544,127,1,"Stephen Popper","Jun 01, 2018"
GPL23467,"Agilent-082557 CBChuman circRNA array V2.0 [PROBE NAME]","in situ oligonucleotide","Homo sapiens",170419,20,5,"Agilent Technologies","Jun 01, 2018"
GPL23570,"Qiagen Human miScript miRNome array (V21)","RT-PCR","Homo sapiens",1920,4,1,"Charles Albert Stuart","Jun 01, 2018"
GPL23940,"TaqMan Array Human MiRNA A Card v2.0","RT-PCR","Homo sapiens",381,9,1,"J. Christopher States","Jun 01, 2018"
GPL25134,"Agilent-070156 Human_miRNA_V21.0_Microarray 046064 (miRNA ID version)","in situ oligonucleotide","Homo sapiens",2570,2073,81,"Agilent Technologies","Jun 01, 2018"
GPL25132,"Agilent Human miRNA HmiOAv7","in situ oligonucleotide","Homo sapiens",2581,10,2,"GEO admin","May 31, 2018"
GPL25058,"SA Biosciences Human miRNA MAH-3100 PCR Plate","RT-PCR","Homo sapiens",384,2,1,"GEO admin","May 30, 2018"
GPL23632,"BCM Reverse Phase Protein Array RPPA0016","spotted peptide or protein","Homo sapiens",203,636,2,"Cynthia Ma","May 29, 2018"
GPL23593,"Agilent-026652 Whole Human Genome Microarray 4x44K v2 (Ensembl version)","in situ oligonucleotide","Homo sapiens",19972,10,2,"Alexander Wolff","May 23, 2018"
GPL23781,"Nanostring nCounter v2 Human microRNA expression assay","other","Homo sapiens",753,15,3,"John Bladen","May 23, 2018"
GPL24989,"[HuGene-2_0-st] Affymetrix Human Gene 2.0 ST Array [HuGene20stv1_Hs_ENTREZG_22.0.0]","in situ oligonucleotide","Homo sapiens",29526,54,6,"GEO admin","May 12, 2018"
GPL24324,"[Clariom_S_Human_HT] Affymetrix Clariom S Assay HT, Human (Includes Pico Assay)","in situ oligonucleotide","Homo sapiens",27189,2243,54,"Affymetrix, Inc.","May 08, 2018"
GPL24974,"Illumina HiSeq 2500 (Candida albicans; Homo sapiens)","high-throughput sequencing","Candida albicans;Homo sapiens",0,18,2,"GEO","May 08, 2018"
GPL24975,"Illumina HiSeq 2500 ([Candida] glabrata; Homo sapiens)","high-throughput sequencing","Homo sapiens;Nakaseomyces glabratus",0,18,2,"GEO","May 08, 2018"
GPL24976,"Illumina HiSeq 2500 (Candida parapsilosis; Homo sapiens)","high-throughput sequencing","Candida parapsilosis;Homo sapiens",0,18,2,"GEO","May 08, 2018"
GPL24977,"Illumina HiSeq 2500 (Candida tropicalis; Homo sapiens)","high-throughput sequencing","Candida tropicalis;Homo sapiens",0,18,2,"GEO","May 08, 2018"
GPL21854,"Exiqon miRCURY LNA microRNA array, 6th generation [miRBase v19.0, condensed Probe_ID version]","spotted oligonucleotide","Homo sapiens",2661,2,1,"Li qian qian","May 05, 2018"
GPL24958,"Illumina NextSeq 500 (Homo sapiens; Human betaherpesvirus 5)","high-throughput sequencing","Homo sapiens;Human betaherpesvirus 5",0,81,9,"GEO","May 03, 2018"
GPL24942,"State Key Laboratory Human microRNA array 1902","spotted oligonucleotide","Homo sapiens",1902,95,1,"Xiao-Peng Tian","Apr 30, 2018"
GPL24950,"Illumina MiSeq (Hepatitis B virus; Homo sapiens)","high-throughput sequencing","Hepatitis B virus;Homo sapiens",0,147,1,"GEO","Apr 30, 2018"
GPL20948,"MRA-1001B1 Human miRNA Array [miRHuman_19]","in situ oligonucleotide","Homo sapiens",2069,10,1,"Yu Wang","Apr 25, 2018"
GPL24914,"Agilent-028004 SurePrint G3 Human GE 8x60K Microarray (Gene Name Version)","in situ oligonucleotide","Homo sapiens",33285,8,1,"GEO admin","Apr 21, 2018"
GPL24904,"RT² Profiler PCR Array Human Prostate Cancer","RT-PCR","Homo sapiens",96,2,1,"Mohammad Saleem","Apr 19, 2018"
GPL24907,"Illumina HiSeq 2500 (Homo sapiens; Salmonella enterica subsp. enterica serovar Typhi str. Ty2)","high-throughput sequencing","Homo sapiens;Salmonella enterica subsp. enterica serovar Typhi str. Ty2",0,5,1,"GEO","Apr 18, 2018"
GPL24896,"Illumina hiseq 2500 (Homo sapiens)","high-throughput sequencing","Homo sapiens",0,178,1,"GEO","Apr 16, 2018"
GPL24789,"[HuGene-1_1-st] Affymetrix Human Gene 1.1 ST Array (Brainarray ver. 19 custom CDF)","in situ oligonucleotide","Homo sapiens",19697,9,1,"Bradley Vis","Apr 13, 2018"
GPL24875,"SABiosciences RT² Profiler™ PCR Array Human Toll-Like Receptor Signaling Pathway [PAHS-018Z]","RT-PCR","Homo sapiens",96,25,4,"Shima Hadifar","Apr 13, 2018"
GPL24879,"SABiosciences RT² Profiler™ PCR Array Human NFkB Signalling Pathway Plus [PAHS-025YF-2]","RT-PCR","Homo sapiens",96,3,2,"Shima Hadifar","Apr 13, 2018"
GPL24878,"Illumina HiSEq 2500 (Homo sapiens)","high-throughput sequencing","Homo sapiens",0,12,1,"GEO","Apr 12, 2018"
GPL24850,"Illumina HiSeq 4000 (Gallus gallus; Homo sapiens)","high-throughput sequencing","Gallus gallus;Homo sapiens",0,3,2,"GEO","Apr 05, 2018"
GPL23365,"Agilent-046064 Human miRNA Microarray, Release 19.0, 8x60K (miRNA_ID version)","in situ oligonucleotide","Homo sapiens",2027,159,5,"Jun Lin","Apr 04, 2018"
GPL23935,"Universal PBM 4x44k (Bulyk lab design)","in situ oligonucleotide","Homo sapiens",0,31,9,"Raluca Gordan","Apr 03, 2018"
GPL24546,"NanoString nCounter human Gene Expression Custom CodeSet","other","Homo sapiens",815,173,1,"Yacine Bareche","Apr 01, 2018"
GPL24747,"Bernard Lab PAM50 qRT-PCR assay","RT-PCR","Homo sapiens",55,246,1,"Nicola J Camp","Apr 01, 2018"
GPL21610,"Agilent-021924 SurePrint G3 Human CGH Microarray 8x60K (Probe Name version, hg19:GRCh37:Feb2009)","in situ oligonucleotide","Homo sapiens",57807,0,0,"Silvana Mouron","Mar 31, 2018"
GPL24410,"Custom Arraystar Human LncRNA Array version 1 (12x 135K) [090618_HG18_JZ_exp]","in situ oligonucleotide","Homo sapiens",42639,18,2,"Philip A Marsden","Mar 30, 2018"
GPL24781,"Nanostring human miRNA panel (NS_H_MIR_V3A)","other","Homo sapiens",828,181,10,"Alessandra Drusco","Mar 29, 2018"
GPL23984,"Custom Exiqon RT-PCR microRNA assay","RT-PCR","Homo sapiens",187,48,2,"Matthias Hackl","Mar 28, 2018"
GPL24759,"IntegraChip genome-wide BAC arrays II","spotted DNA/cDNA","Homo sapiens",5878,3,1,"Nathalie Clément","Mar 22, 2018"
GPL19981,"Compugen Human and virus oligo array 16K","spotted oligonucleotide","Cucumber mosaic virus;Homo sapiens;Human alphaherpesvirus 1;Human alphaherpesvirus 2;Human alphaherpesvirus 3;Human betaherpesvirus 6;Human betaherpesvirus 7;Human gammaherpesvirus 8;Simian-Human immunodeficiency virus;human papillomavirus 72",12087,7,1,"Jennifer Webster-Cyriaque","Mar 20, 2018"
GPL24741,"Agilent-070156 Human_miRNA_V21.0_Microarray 046064 (gene name version)","in situ oligonucleotide","Homo sapiens",2570,169,20,"GEO admin","Mar 16, 2018"
GPL24721,"Agilent-045997 Arraystar human lncRNA microarray V3 (Feature Number version)","in situ oligonucleotide","Homo sapiens",61184,0,0,"GEO admin","Mar 12, 2018"
GPL24703,"Illumina HiSeq 2000 (Homo sapiens; Influenza A virus (A/hvPR8/34(H1N1)))","high-throughput sequencing","Homo sapiens;Influenza A virus (A/hvPR8/34(H1N1))",0,9,1,"GEO","Mar 08, 2018"
GPL24704,"CC/DTM-Human-36K oligoarray-version 1","spotted oligonucleotide","Homo sapiens",36480,24,1,"PING JIN","Mar 08, 2018"
GPL24663,"Illumina HumanOmni1-Quad BeadChip","oligonucleotide beads","Homo sapiens",1134514,108,1,"Barbara Vona","Mar 06, 2018"
GPL24669,"Nanostring human miRNA panel (NS_H_MIR_V3A)","other","Homo sapiens",103,19,1,"Nir Pillar","Mar 02, 2018"
GPL24676,"Illumina NovaSeq 6000 (Homo sapiens)","high-throughput sequencing","Homo sapiens",0,1031674,22065,"GEO","Mar 02, 2018"
GPL19855,"Agilent-032687 Homo sapiens 45K DMD ChIP","in situ oligonucleotide","Homo sapiens",42974,17,1,"Samuele Gherardi","Mar 01, 2018"
GPL23465,"Agilent-039494 Human Gene expression 8x60K Microarray (Gene name version)","in situ oligonucleotide","Homo sapiens",36337,16,3,"Genotypic technology","Mar 01, 2018"
GPL22722,"Agilent-075784 CapitalBio human circRNA Array V1.0 4x180K","in situ oligonucleotide","Homo sapiens",175938,35,4,"Shasha Li","Feb 28, 2018"
GPL24369,"Invitrogen ProtoArray ProtoArray","spotted peptide or protein","Homo sapiens",10314,33,1,"Suzanne Walker","Feb 26, 2018"
GPL19826,"SABiosciences Human STAT3/IL6 array","RT-PCR","Homo sapiens",96,12,1,"Peter M Abadir","Feb 25, 2018"
GPL19828,"SABiosciences Human Inflammatory Response & Autoimmunity PCR Array","RT-PCR","Homo sapiens",96,12,1,"Peter M Abadir","Feb 25, 2018"
GPL18277,"Agilent-037597 Human hg19 array","in situ oligonucleotide","Homo sapiens",62976,4,2,"Inmaculada Rapado","Feb 22, 2018"
GPL24632,"Illumina HiSeq 2000 (Drosophila melanogaster; Homo sapiens; Mus musculus)","high-throughput sequencing","Drosophila melanogaster;Homo sapiens;Mus musculus",0,1,1,"GEO","Feb 22, 2018"
