Accession,Title,Technology,Taxonomy,Data Rows,Samples Count,Series Count,Contact,Release Date
GPL24621,"microRNA Ready-to-Use PCR, Human panel I+II, V2.R","RT-PCR","Homo sapiens",768,12,2,"Sedigheh Gharbi","Feb 20, 2018"
GPL24625,"NextSeq 550 (Homo sapiens; Mus musculus)","high-throughput sequencing","Homo sapiens;Mus musculus",0,84,23,"GEO","Feb 20, 2018"
GPL24604,"BioMark System with Dynamic Array 96.96 for miRNA RT-qPCR","RT-PCR","Homo sapiens",94,92,1,"Priscilla Hsue","Feb 14, 2018"
GPL24158,"NanoString nCounter Human v3 miRNA Assay (NS_H_miR_v3a)","other","Homo sapiens",820,399,12,"Yutao Liu","Feb 08, 2018"
GPL24592,"Arraystar Human SuperEnhancer microarray (Agilent-085154)","in situ oligonucleotide","Homo sapiens",14983,58,7,"Panos Pan","Feb 08, 2018"
GPL24589,"Agilent-029830 SurePrint G3 Human CGHplusSNP Microarray 4X180K  G4890A","in situ oligonucleotide","Homo sapiens",180880,1,1,"Agilent Technologies","Feb 06, 2018"
GPL23098,"NanoString nCounter Elements Prognostic Alcoholic Hepatitis Signature (114-gene signature)","other","Homo sapiens",120,110,2,"Yujin Hoshida","Feb 01, 2018"
GPL24497,"Das Human FirePlex miRNA assay - LVRR","other","Homo sapiens",49,64,1,"SAUMYA Das","Feb 01, 2018"
GPL23924,"Hansen microfluidic variability human GAPDH","RT-PCR","Homo sapiens",20,709,1,"Michael VanInsberghe","Jan 31, 2018"
GPL23925,"Hansen microfluidic variability human miR-17-5p","RT-PCR","Homo sapiens",20,623,1,"Michael VanInsberghe","Jan 31, 2018"
GPL23926,"Hansen microfluidic human mRNA","RT-PCR","Homo sapiens;Mus musculus",20,179,1,"Michael VanInsberghe","Jan 31, 2018"
GPL23927,"Hansen microfluidic human mouse microRNA","RT-PCR","Homo sapiens;Mus musculus",20,178,1,"Michael VanInsberghe","Jan 31, 2018"
GPL24375,"Exiqon MIRCURY LNA microRNA Array, 7th generation, miRbase version 19.0, Lot: 35039.41","spotted oligonucleotide","Homo sapiens;Mus musculus;Rattus norvegicus",3192,52,1,"Alberto Izzotti","Jan 31, 2018"
GPL24558,"TaqMan® human microRNA A/B Plates","RT-PCR","Homo sapiens",0,20,3,"Qian Jiang","Jan 31, 2018"
GPL24545,"RT-qPCR immune response genes and epigenetic factors","RT-PCR","Homo sapiens",27,50,1,"Aruna Dharshan De Silva","Jan 27, 2018"
GPL24539,"[Clariom_D_Human] Affymetrix Human Clariom D Assay [probe set (exon) version]","in situ oligonucleotide","Homo sapiens",0,438,29,"Affymetrix, Inc.","Jan 25, 2018"
GPL24530,"Arraystar Human LncRNA microarray V2.0 (Agilent-033010; custom-annotation; probe name version)","in situ oligonucleotide","Homo sapiens",60755,10,1,"Jan-Henning Klusmann","Jan 23, 2018"
GPL24532,"[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [CDF: hugene10st_Hs_ENTREZG, Brainarray version 22]","in situ oligonucleotide","Homo sapiens",20670,82,2,"GEO admin","Jan 23, 2018"
GPL24533,"[HuGene-2_0-st] Affymetrix Human Gene 1.0 ST Array [CDF: hugene20st_Hs_ENTREZG, Brainarray version 22]","in situ oligonucleotide","Homo sapiens",29526,0,0,"GEO admin","Jan 23, 2018"
GPL22952,"Agilent-027044 Marsden Lab 1M array","in situ oligonucleotide","Homo sapiens",959036,10,2,"Philip A Marsden","Jan 19, 2018"
GPL24518,"NanoString nCounter custom lympho-myeloid gene set (150)","other","Homo sapiens",164,11,1,"Lisa Ann Borghesi","Jan 17, 2018"
GPL24506,"Agilent-084215 IRFpbm_v2_080216  G4125A [Probe name version]","in situ oligonucleotide","Homo sapiens",177071,14,1,"Trevor Siggers","Jan 12, 2018"
GPL24496,"Illumina HiSeq 3000 (Homo sapiens; Mus musculus)","high-throughput sequencing","Homo sapiens;Mus musculus",0,60,8,"GEO","Jan 10, 2018"
GPL18722,"Homo sapiens microRNA array","spotted oligonucleotide","Homo sapiens",1888,453,1,"jingye hu","Jan 01, 2018"
GPL23293,"Duke/RG_Runx1Runx2_v1 (Agilent 4x180k)","in situ oligonucleotide","Homo sapiens",0,4,2,"Raluca Gordan","Dec 31, 2017"
GPL23305,"Duke/RG_Elk1Ets1Gabpa_v1 (Agilent 4x180k)","in situ oligonucleotide","Homo sapiens",0,4,2,"Raluca Gordan","Dec 31, 2017"
GPL23985,"[ADXECv1a520743] Almac Diagnostics Custom Xcel array","in situ oligonucleotide","Homo sapiens",110961,808,3,"Wendy Allen","Dec 31, 2017"
GPL24452,"NanoString nCounter Human miRNA Expression Assay","other","Homo sapiens",798,53,2,"Charitharth Lal","Dec 29, 2017"
GPL24432,"illumina HiSeq 2500 (Homo sapiens)","high-throughput sequencing","Homo sapiens",0,8,2,"GEO","Dec 26, 2017"
GPL24370,"Illumina Infinium QC Array-24 (InfiniumQCArray-24v1-0_A3)","in situ oligonucleotide","Homo sapiens",0,0,0,"Javier Ogembo","Dec 20, 2017"
GPL24403,"Human 40K A OciChip array","spotted DNA/cDNA","Homo sapiens",20160,1,1,"Silvia Gioiosa","Dec 19, 2017"
GPL24404,"Human 40K B OciChip array","spotted DNA/cDNA","Homo sapiens",20160,1,1,"Silvia Gioiosa","Dec 19, 2017"
GPL24334,"Qiagen Epigenetic Chromatin Modification Enzymes RT² Profiler PCR Array  [PAHS-085Z]","RT-PCR","Homo sapiens",89,9,2,"Pablo Lindner","Dec 18, 2017"
GPL24335,"Qiagen Epithelial to Mesenchymal Transition RT² Profiler PCR Array [PAHS-090Z]","RT-PCR","Homo sapiens",89,78,8,"Pablo Lindner","Dec 18, 2017"
GPL24389,"Illumina HiSeq 2500 (Homo sapiens; Influenza A virus (A/WSN/1933(H1N1)))","high-throughput sequencing","Homo sapiens;Influenza A virus (A/WSN/1933(H1N1))",0,4,1,"GEO","Dec 13, 2017"
GPL24355,"[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array [CDF: Brainarray HGU133Plus2_Hs_ENSG_20.0.0]","in situ oligonucleotide","Homo sapiens",20086,21,2,"GEO admin","Dec 08, 2017"
GPL22975,"Human MI Ready 49K Human Genomic Array","spotted oligonucleotide","Homo sapiens",48910,24,1,"Mauricio Alejandro Latorre","Dec 01, 2017"
GPL24072,"RT² Profiler™ PCR Array Human Hedgehog Signaling Pathway","RT-PCR","Homo sapiens",96,12,1,"Shoko Onodera","Dec 01, 2017"
GPL24321,"[Axiom_550458] Affymetrix Axiom Human Custom Genotyping Array","in situ oligonucleotide","Homo sapiens",0,25,1,"Christopher Jordan Clukay","Nov 30, 2017"
GPL23292,"Agilent-067406 CBC lncRNA+mRNA microarray V3.0 (lncRNA version)","in situ oligonucleotide","Homo sapiens",10224,3,1,"Qiuli FU","Nov 29, 2017"
GPL24296,"CustomArray Signaling Pathway platform version 3","spotted DNA/cDNA","Homo sapiens",5949,2,2,"Maria Vladimirovna Suntsova","Nov 22, 2017"
GPL24299,"[HTA-2_0] Affymetrix Human Transcriptome Array 2.0 [CDF: hta20_Hs_ENTREZG, Brainarray version 20.0.0]","in situ oligonucleotide","Homo sapiens",25736,143,8,"GEO admin","Nov 22, 2017"
GPL24280,"[HTA-2_0] Affymetrix Human Transcriptome Array 2.0 [Brainarray, hta20_Hs_ENTREZG_21]","in situ oligonucleotide","Homo sapiens",32500,27,3,"GEO admin","Nov 16, 2017"
GPL24268,"Illumina Nextseq 500 (Homo sapiens)","high-throughput sequencing","Homo sapiens",0,202,18,"GEO","Nov 15, 2017"
GPL22785,"HG18 WG CGH Nimblegen array","in situ oligonucleotide","Homo sapiens",721641,3,1,"Antoni Berenguer-LLergo","Nov 14, 2017"
GPL24259,"Illumina HiSeq 2000 (Homo sapiens; Human betaherpesvirus 5)","high-throughput sequencing","Homo sapiens;Human betaherpesvirus 5",0,16,2,"GEO","Nov 10, 2017"
GPL17430,"miRCURY LNA microRNA Array, 6th generation - miRBase 16.0","spotted oligonucleotide","Homo sapiens;Mus musculus;Rattus norvegicus",12312,6,1,"Guillermo López-Campos","Nov 09, 2017"
GPL24216,"NanoString nCounter human miRNA expression system","other","Homo sapiens",800,12,1,"Michael Caligiuri","Nov 03, 2017"
GPL22948,"State Key Laboratory Human microRNA array 1858","spotted oligonucleotide","Homo sapiens",1858,30,1,"Nuoqing Weng","Nov 01, 2017"
GPL23694,"Qiagen RT² Profiler PCR Array (PAHS-128Z)","RT-PCR","Homo sapiens",92,7,1,"Naveed Akbar","Oct 31, 2017"
GPL21604,"Human Exonic Evidence Based Oligonucleotides (HEEBO) Arrays [HOAI]","spotted oligonucleotide","Homo sapiens",38109,19,2,"Murali Dharan Bashyam","Oct 30, 2017"
GPL21605,"Human Exonic Evidence Based Oligonucleotides (HEEBO) Arrays [HOAA]","spotted oligonucleotide","Homo sapiens",38109,21,2,"Murali Dharan Bashyam","Oct 30, 2017"
GPL21606,"Human Exonic Evidence Based Oligonucleotides (HEEBO) Arrays [HOR]","spotted oligonucleotide","Homo sapiens",38109,1,2,"Murali Dharan Bashyam","Oct 30, 2017"
GPL21607,"Human Exonic Evidence Based Oligonucleotides (HEEBO) Arrays [HOJ]","spotted oligonucleotide","Homo sapiens",38109,1,2,"Murali Dharan Bashyam","Oct 30, 2017"
GPL24152,"Illumina HiSeq 2500 (Homo sapiens; Papio anubis)","high-throughput sequencing","Homo sapiens;Papio anubis",0,3,1,"GEO","Oct 19, 2017"
GPL24155,"nCounter SC Human Immunology V2","other","Homo sapiens",598,26,1,"GEO admin","Oct 19, 2017"
GPL24142,"Illumina HiSeq 2500 (Canis lupus familiaris; Homo sapiens; Mus musculus)","high-throughput sequencing","Canis lupus familiaris;Homo sapiens;Mus musculus",0,787,5,"GEO","Oct 18, 2017"
GPL24127,"Illumina Infinium Multi-Ethnic Global-8 v1.0 Array","oligonucleotide beads","Homo sapiens",1748250,113,5,"GEO admin","Oct 16, 2017"
GPL24120,"[HG-U133A] Affymetrix Human Genome U133A Array (HGU133A Hs ENTREZG 19.0.0)","in situ oligonucleotide","Homo sapiens",12074,260,2,"GEO admin","Oct 13, 2017"
GPL24106,"MinION (Homo sapiens)","high-throughput sequencing","Homo sapiens",0,2254,182,"GEO","Oct 10, 2017"
GPL24095,"Illumina HiSeq 2500 (Homo sapiens; Human gammaherpesvirus 8)","high-throughput sequencing","Homo sapiens;Human gammaherpesvirus 8",0,31,4,"GEO","Oct 06, 2017"
GPL19299,"Cancer Epigenetics Laoratory Human 40 gene prostate cancer PCR assay panel.","RT-PCR","Homo sapiens",40,6,2,"Hugh John French","Oct 01, 2017"
GPL24032,"Nanostring nCounter Custom Codeset HAFLER_C1638 T Cell Activation (CodeSet HuTH17)","other","Homo sapiens",362,20,2,"Dan Hu","Sep 29, 2017"
GPL24033,"Nanostring nCounter Custom Codeset HAFLER_C1638 T Cell Activation (CodeSet HuTH17)  II","other","Homo sapiens",417,10,2,"Dan Hu","Sep 29, 2017"
GPL24030,"[HG-U219] Affymetrix Human Genome U219 Array [CDF: Brainarray HGU219_Hs_ENTREZG_20.0.0]","in situ oligonucleotide","Homo sapiens",18492,160,6,"GEO admin","Sep 19, 2017"
GPL24019,"Applied Biosystem Homo sapiens 232 microRNA expression profiling","RT-PCR","Homo sapiens",232,49,1,"Yi-Hsuan Lai","Sep 18, 2017"
GPL22504,"Exiqon miRCURY LNATM microRNA Array, v.11.0","spotted oligonucleotide","Homo sapiens",3124,9,1,"Lee Lee Wong","Sep 15, 2017"
GPL23975,"Abcam Human FirePlex miRNA assay","other","Homo sapiens",33,119,2,"SAUMYA Das","Sep 15, 2017"
GPL24014,"Ion Torrent S5 XL (Homo sapiens)","high-throughput sequencing","Homo sapiens",0,1234,60,"GEO","Sep 14, 2017"
GPL24009,"Operon Human_V4.0","spotted oligonucleotide","Homo sapiens",37632,2,1,"Liang Wang","Sep 13, 2017"
GPL23986,"UNAM HUMAN 10K v1.0 (condensed)","spotted oligonucleotide","Homo sapiens",9942,10,4,"Karlen Gazarian","Sep 06, 2017"
GPL22694,"Agilent-041161","in situ oligonucleotide","Homo sapiens",60904,6,1,"Lin Zhang","Sep 05, 2017"
GPL23980,"miRLink microRNA Arrays v. 16","in situ oligonucleotide","Homo sapiens",1297,24,1,"George I Lambrou","Sep 05, 2017"
GPL23981,"miRCURY LNA microRNA Array, 7th generation (miRBase 19; probeID version)","spotted oligonucleotide","Betapolyomavirus hominis;Betapolyomavirus macacae;Herpesvirus saimiri (strain 11);Homo sapiens;Human alphaherpesvirus 1;Human alphaherpesvirus 2;Human betaherpesvirus 5;Human betaherpesvirus 6B;Human gammaherpesvirus 8;Human immunodeficiency virus 1;JC polyomavirus;Macacine alphaherpesvirus 1;Merkel cell polyomavirus;human gammaherpesvirus 4",2082,6,1,"Sandeep Saxena","Sep 05, 2017"
GPL23806,"Qiagen Human Fibrosis miRNA PCR Array (MIHS-117Z)","RT-PCR","Homo sapiens",96,20,2,"Chrysanthi Ainali","Sep 04, 2017"
GPL23859,"Custom Human TaqMan Assays: ViiA7 Real-Time PCR System","RT-PCR","Homo sapiens",65,87,1,"Pavel Soucek","Sep 01, 2017"
GPL23976,"Illumina Infinium HumanMethylation850 BeadChip","oligonucleotide beads","Homo sapiens",866895,19558,303,"Illumina Inc.","Sep 01, 2017"
GPL23978,"[HuEx-1_0-st] Affymetrix Human Exon 1.0 ST Array [CDF: huex10st_Hs_ENSG_22.0]","in situ oligonucleotide","Homo sapiens",39321,64,1,"GEO admin","Sep 01, 2017"
GPL22843,"Pfizer BOLD Study TLDA Array","RT-PCR","Homo sapiens",347,337,1,"Andrew Hill","Aug 30, 2017"
GPL23961,"[HuGene-2_1-st] Affymetrix Human Gene 2.1 ST Array [HuGene21st_Hs_ENTREZG_20.0.0]","in situ oligonucleotide","Homo sapiens",24733,106,1,"GEO admin","Aug 28, 2017"
GPL23565,"PROSTVAC a96 ver. 1","spotted peptide or protein","Bos taurus;Bothrops moojeni;Ceratonia siliqua;Dermestes lardarius;Frangula alnus;Gallus gallus;Gossypium hirsutum;Homo sapiens;Human immunodeficiency virus 1;Megathura crenulata;Mus musculus;Oncorhynchus nerka;Oryctolagus cuniculus;Ovis aries;Pachymenia carnosa;Pandalus borealis;Quercus alba;Rhodotorula;Senegalia senegal;Sus scrofa domesticus;Trypanosoma cruzi",23808,6,2,"Jeff Gildersleeve","Aug 25, 2017"
GPL23566,"PROSTVAC a96 ver. 2","spotted peptide or protein","Bos taurus;Bothrops moojeni;Ceratonia siliqua;Dermestes lardarius;Frangula alnus;Gallus gallus;Gossypium hirsutum;Homo sapiens;Human immunodeficiency virus 1;Megathura crenulata;Mus musculus;Oncorhynchus nerka;Oryctolagus cuniculus;Ovis aries;Pachymenia carnosa;Pandalus borealis;Quercus alba;Rhodotorula;Senegalia senegal;Sus scrofa domesticus;Trypanosoma cruzi",500,49,7,"Jeff Gildersleeve","Aug 25, 2017"
GPL22697,"[Axiom_TSB_JPA1] Affymetrix Axiom® TSB_JPA1 Japonica Array Ver 1","in situ oligonucleotide","Homo sapiens",659636,113,2,"Yoichi Kakuta","Aug 22, 2017"
GPL23934,"Ion Torrent S5 (Homo sapiens)","high-throughput sequencing","Homo sapiens",0,1721,66,"GEO","Aug 17, 2017"
GPL23816,"NanoString nCounter Human Myeloid Innate Immunity Panel","other","Homo sapiens",706,36,3,"Suan-Sin Foo","Aug 14, 2017"
GPL22371,"Exiqon, miRCURY LNA microRNA array, 6th gen (hsa, mirbase 17, Gene ID version)","spotted oligonucleotide","Betapolyomavirus hominis;Betapolyomavirus macacae;Homo sapiens;Human alphaherpesvirus 1;Human alphaherpesvirus 2;Human betaherpesvirus 5;Human betaherpesvirus 6B;Human gammaherpesvirus 8;Human immunodeficiency virus 1;JC polyomavirus;Macacine alphaherpesvirus 1;Merkel cell polyomavirus;Saimiriine gammaherpesvirus 2;human gammaherpesvirus 4",1523,47,1,"Søren Nielsen","Aug 12, 2017"
GPL22600,"microRNA Ready-to-Use PCR, Human panel I+II, V4.R","RT-PCR","Homo sapiens",768,43,4,"Akira Saito","Aug 11, 2017"
GPL23888,"Illumina HiSeq 3000 (Homo sapiens; Human gammaherpesvirus 8)","high-throughput sequencing","Homo sapiens;Human gammaherpesvirus 8",0,4,1,"GEO","Aug 09, 2017"
GPL23890,"Illumina HiSeq 2500 (Homo sapiens; Human alphaherpesvirus 1)","high-throughput sequencing","Homo sapiens;Human alphaherpesvirus 1",0,63,4,"GEO","Aug 09, 2017"
GPL23873,"TaqMan Low Density Array (TLDA, v2.0), catalog 4444913","RT-PCR","Homo sapiens",384,6,1,"Anurag Singh","Aug 08, 2017"
GPL23871,"NanoString nCounter Human miRNA Expression Assay v1.6","other","Homo sapiens",734,179,2,"Khadijah A Mitchell","Aug 04, 2017"
GPL23119,"SOMAscan human proteomic assay [SOMAscan Assay 1.3k]","spotted peptide or protein","Homo sapiens",1310,950,8,"Dr Yvonne Edwards, PhD","Aug 03, 2017"
GPL23857,"Exiqon miRCURY LNA Universal RT microRNA PCR Human Panel I","RT-PCR","Homo sapiens",316,53,1,"Fernanda Costa Svedman","Aug 03, 2017"
GPL23860,"Agilent-046064 Unrestricted_Human_miRNA_V19.0_Microarray (miRBase release 21 miRNA ID version; Grid date: 06-Oct-2014)","in situ oligonucleotide","Homo sapiens",2027,14,3,"GEO admin","Aug 03, 2017"
GPL21950,"NanoString nCounter GX 19 Custom","other","Homo sapiens",221,275,3,"Steve Rozen","Aug 01, 2017"
GPL20822,"CapitalBio custom Human LncRNA array","spotted oligonucleotide","Homo sapiens",2421,400,1,"Rui Xu","Aug 01, 2017"
GPL23192,"BRAF/MEK inhibitor resistance melanoma cells treated with PAK inhibitor PF3758309 array","spotted peptide or protein","Homo sapiens",218,22,1,"Hezhe Lu","Jul 31, 2017"
GPL23213,"BRAF/MEK inhibitor resistance melanoma cells treated with PAK inhibitor PF3758309 CR array","spotted peptide or protein","Homo sapiens",281,6,1,"Hezhe Lu","Jul 31, 2017"
GPL23822,"Illumina HiSeq 2500 (Homo sapiens; Influenza A virus (A/reassortant/NIBRG-121(California/07/2009 x PR8)(H1N1)))","high-throughput sequencing","Homo sapiens;Influenza A virus (A/reassortant/NIBRG-121(California/07/2009 x PR8)(H1N1))",0,8,1,"GEO","Jul 21, 2017"
GPL23794,"Illumina HiSeq 2000 (Hepatitis B virus; Homo sapiens)","high-throughput sequencing","Hepatitis B virus;Homo sapiens",0,24,1,"GEO","Jul 18, 2017"
GPL23643,"[HuGene-2_0-st] Affymetrix Human Gene 2.0 ST Array [CDF: hugene20st_Hs_ENTREZG, Brainarray version 21]","in situ oligonucleotide","Homo sapiens",29536,51,5,"Carsten Sticht","Jul 13, 2017"
GPL23644,"[HuGene-1_0-st] Affymetrix Human Gene 1.0 ST Array [CDF: hugene10st_Hs_ENTREZG, Brainarray version 21]","in situ oligonucleotide","Homo sapiens",20673,89,5,"GEO admin","Jul 13, 2017"
GPL23696,"Illumina HiSeq 2500 (Arabidopsis thaliana; Homo sapiens)","high-throughput sequencing","Arabidopsis thaliana;Homo sapiens",0,12,2,"GEO","Jul 11, 2017"
GPL23668,"Illumina Human Infinium Omni2.5-8 v1.3 BeadChip","in situ oligonucleotide","Homo sapiens",0,117,8,"Illumina Inc.","Jul 07, 2017"
GPL22123,"ORB MiRBase 19 Multispecies MicroRNA Microarray","spotted oligonucleotide","Homo sapiens;Macaca mulatta;Mus musculus;Rattus norvegicus",3433,19,1,"Eléonore Beurel","Jul 06, 2017"
GPL23665,"NimbleGen Human CGH 2.1M Whole-Genome Tiling Array [100718_HG18_WG_CGH_v2D_HX1]","in situ oligonucleotide","Homo sapiens",2161679,1009,3,"NimbleGen Systems, Inc.","Jul 06, 2017"
GPL21494,"State Key Laboratory Human lncRNA array 2412","spotted oligonucleotide","Homo sapiens",2520,175,1,"Li-Si Zeng","Jul 01, 2017"
GPL22920,"[hGlue_3_0] Custom Affymetrix Human Transcriptome Array","in situ oligonucleotide","Homo sapiens",35150,2220,2,"Rulla M Tamimi","Jun 30, 2017"
GPL23635,"Agilent-084552 Human Genome CGH Microarray","in situ oligonucleotide","Homo sapiens",18392,89,1,"James Lupski","Jun 29, 2017"
GPL23613,"Agilent-026822 026822_D_20100107 [Probe name version]","in situ oligonucleotide","Homo sapiens",34185,145,2,"Dan Baker","Jun 23, 2017"
GPL22073,"Agilent-018403 human DMD HD-CGH array [hg19]","in situ oligonucleotide","Homo sapiens",45220,8,1,"Matteo Bovolenta","Jun 23, 2017"
GPL23617,"SABiosciences/Qiagen Human Mitochondrial Energy Metabolism (PAHS-008Z)","RT-PCR","Homo sapiens",96,4,3,"GEO admin","Jun 23, 2017"
GPL22109,"NimbleGen Human 100309_AS_human_100426_pz array [MATCH_INDEX version]","in situ oligonucleotide","Homo sapiens",137604,76,2,"Jin Song","Jun 21, 2017"
GPL22252,"Agilent-079141 PPCD1-3_loci G4126A 8X60 array (Feature number version)","in situ oligonucleotide","Homo sapiens",62976,0,0,"Anthony J. Aldave","Jun 21, 2017"
GPL23322,"ISCI3 Custom human Delta Gene  BioMark 96.96 Dynamic Array","RT-PCR","Homo sapiens",192,575,2,"Paul Gokhale","Jun 20, 2017"
GPL20635,"[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array","in situ oligonucleotide","Homo sapiens",19702,0,0,"Luca Agnelli","Jun 15, 2017"
GPL22945,"[HG-U133_Plus_2] Affymetrix Human Genome U133 Plus 2.0 Array [CDF: Brainarray HGU133Plus2_Hs_ENTREZG_v19]","in situ oligonucleotide","Homo sapiens",19764,191,4,"GEO admin","Jun 14, 2017"
GPL20814,"Human miRNA Array miRbase release 19","in situ oligonucleotide","Homo sapiens",2088,2,1,"Jiachun Sun","Jun 12, 2017"
GPL20952,"RiboBio Human lncRNA+mRNA Microarray (A10312-90-2)","spotted DNA/cDNA","Homo sapiens",88248,6,1,"Shu Yang","Jun 12, 2017"
GPL23572,"Agilent-048908 8x60K whole genome incl V1-V2 linc BioVacSafe final 048908 [Probe Name version]","in situ oligonucleotide","Homo sapiens",57424,290,5,"GEO admin","Jun 11, 2017"
GPL18709,"Agilent-018818 human 8x60k oligo microarray [CCDP_AGILENT_V2_30BP; Probe Name version]","in situ oligonucleotide","Homo sapiens",3127,300,1,"Ryo Matoba","Jun 10, 2017"
GPL23556,"Custom human cDNA microarray (HUMLIB384)","spotted oligonucleotide","Homo sapiens",19800,25,1,"Daniel Remondini","Jun 10, 2017"
GPL17236,"Agilent-020026 VPC Human 105K v1","in situ oligonucleotide","Homo sapiens",53978,11,1,"Colleen Nelson","Jun 07, 2017"
GPL23538,"OpArray Human 35K (OpHuman_v4_0_3_2007July_geneID.GAL)","spotted oligonucleotide","Homo sapiens",36912,17,1,"Dennis Klinman","Jun 03, 2017"
GPL23541,"[HuEx-1_0-st] Affymetrix Human Exon 1.0 ST Array [CDF: huex10st_Hs_ENSG_20.0]","in situ oligonucleotide","Homo sapiens",39115,55,3,"GEO admin","Jun 02, 2017"
GPL22079,"Agilent-031181 Unrestricted_Human_miRNA_V16.0_Microarray (miRNA_107_Sep09)","in situ oligonucleotide","Homo sapiens",1368,100,3,"Eun Ji Nam","Jun 01, 2017"
GPL22516,"[OElncRNAs520855F] Affymetrix Human OElncRNAs520855F Array [transcript (gene) version]","in situ oligonucleotide","Homo sapiens",0,22,3,"Fengxue Geng","Jun 01, 2017"
GPL22517,"[OElncRNAs520855F] Affymetrix Human OElncRNAs520855F Array [probe set (exon) version]","in situ oligonucleotide","Homo sapiens",0,20,3,"Fengxue Geng","Jun 01, 2017"
GPL23528,"NanoString nCounter human miRNA expression system","other","Homo sapiens",798,12,1,"Athalia Rachel Pyzer","Jun 01, 2017"
